시설정보 에프아이디,시설정보 아이디,시설명,시설 주소,다발지역 에프아이디,다발지역 아이디,사고 종류,지점명,위도,경도,대상,거리(미터)
43111101,ZID11e2422474,청주중학교,충청북도 청주시 상당구 사직대로 361번길 125,160972,2013099,BICYCLE,충청북도 청주시 상당구 우암동(우암교회 부근),36.6476182,127.4891324,기타,546
43111101,ZID11e2422474,청주중학교,충청북도 청주시 상당구 사직대로 361번길 125,167071,2013114,JAYWALKING,충청북도 청주시 상당구 수동(우암오거리 부근),36.64645792,127.4893943,기타,457
43111101,ZID11e2422474,청주중학교,충청북도 청주시 상당구 사직대로 361번길 125,6426869,2018040,VIOLT,충청북도 청주시 상당구 영동(방아다리길삼충로 부근),36.64497704,127.4859395,기타,171
43111101,ZID11e2422474,청주중학교,충청북도 청주시 상당구 사직대로 361번길 125,6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,415
43111101,ZID11e2422474,청주중학교,충청북도 청주시 상당구 사직대로 361번길 125,6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,196
43111101,ZID51b94336bf,파랑새지역아동센터,"충청북도 청주시 상당구 중앙로61번길 39-12, 2층 (영동)",167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,452
43111101,ZID51b94336bf,파랑새지역아동센터,"충청북도 청주시 상당구 중앙로61번길 39-12, 2층 (영동)",6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,540
43111101,ZID51b94336bf,파랑새지역아동센터,"충청북도 청주시 상당구 중앙로61번길 39-12, 2층 (영동)",6426869,2018040,VIOLT,충청북도 청주시 상당구 영동(방아다리길삼충로 부근),36.64497704,127.4859395,기타,350
43111101,ZID51b94336bf,파랑새지역아동센터,"충청북도 청주시 상당구 중앙로61번길 39-12, 2층 (영동)",6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,304
43111101,ZID51b94336bf,파랑새지역아동센터,"충청북도 청주시 상당구 중앙로61번길 39-12, 2층 (영동)",6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,363
43111101,ZID8447ac39e6,주성초등학교,충청북도 청주시 상당구 교서로 45,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,500
43111101,ZID8447ac39e6,주성초등학교,충청북도 청주시 상당구 교서로 45,206085,2014109,BICYCLE,충청북도 청주시 상당구 북문로1가동(바이오썬큐틴(Bio) 부근),36.6365824,127.4858874,기타,543
43111101,ZID8447ac39e6,주성초등학교,충청북도 청주시 상당구 교서로 45,6426869,2018040,VIOLT,충청북도 청주시 상당구 영동(방아다리길삼충로 부근),36.64497704,127.4859395,기타,399
43111101,ZID8447ac39e6,주성초등학교,충청북도 청주시 상당구 교서로 45,6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,379
43111101,ZID8447ac39e6,주성초등학교,충청북도 청주시 상당구 교서로 45,6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,427
43111101,ZID8b7ebe6b8f,청주기계공업고등학교공동실습소,충청북도 청주시 상당구 교서로 17,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,417
43111101,ZID8b7ebe6b8f,청주기계공업고등학교공동실습소,충청북도 청주시 상당구 교서로 17,206085,2014109,BICYCLE,충청북도 청주시 상당구 북문로1가동(바이오썬큐틴(Bio) 부근),36.6365824,127.4858874,기타,230
43111101,ZID8b7ebe6b8f,청주기계공업고등학교공동실습소,충청북도 청주시 상당구 교서로 17,6165104,2016044,CHILD,충청북도 청주시 상당구 수동((청주상공회의소) 부근),36.63807406,127.4901897,어린이,425
43111101,ZID8b7ebe6b8f,청주기계공업고등학교공동실습소,충청북도 청주시 상당구 교서로 17,6319031,2017050,BICYCLE,충청북도 청주시 상당구 영동(파리바게트 부근),36.63666385,127.4873182,기타,273
43111101,ZID8b7ebe6b8f,청주기계공업고등학교공동실습소,충청북도 청주시 상당구 교서로 17,6413748,2018032,BICYCLE,충청북도 청주시 서원구 사직동(모빌팩토리 부근),36.63687026,127.4825954,기타,322
43111101,ZIDc79f8cbf86,청주공업고등학교,충청북도 청주시 상당구 교서로 17,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,417
43111101,ZIDc79f8cbf86,청주공업고등학교,충청북도 청주시 상당구 교서로 17,206085,2014109,BICYCLE,충청북도 청주시 상당구 북문로1가동(바이오썬큐틴(Bio) 부근),36.6365824,127.4858874,기타,230
43111101,ZIDc79f8cbf86,청주공업고등학교,충청북도 청주시 상당구 교서로 17,6165104,2016044,CHILD,충청북도 청주시 상당구 수동((청주상공회의소) 부근),36.63807406,127.4901897,어린이,425
43111101,ZIDc79f8cbf86,청주공업고등학교,충청북도 청주시 상당구 교서로 17,6319031,2017050,BICYCLE,충청북도 청주시 상당구 영동(파리바게트 부근),36.63666385,127.4873182,기타,273
43111101,ZIDc79f8cbf86,청주공업고등학교,충청북도 청주시 상당구 교서로 17,6413748,2018032,BICYCLE,충청북도 청주시 서원구 사직동(모빌팩토리 부근),36.63687026,127.4825954,기타,322
43111101,ZIDd417eeaec3,주성초등학교병설유치원,충청북도 청주시 상당구 교서로 45,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,476
43111101,ZIDd417eeaec3,주성초등학교병설유치원,충청북도 청주시 상당구 교서로 45,206085,2014109,BICYCLE,충청북도 청주시 상당구 북문로1가동(바이오썬큐틴(Bio) 부근),36.6365824,127.4858874,기타,502
43111101,ZIDd417eeaec3,주성초등학교병설유치원,충청북도 청주시 상당구 교서로 45,6426869,2018040,VIOLT,충청북도 청주시 상당구 영동(방아다리길삼충로 부근),36.64497704,127.4859395,기타,438
43111101,ZIDd417eeaec3,주성초등학교병설유치원,충청북도 청주시 상당구 교서로 45,6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,369
43111101,ZIDd417eeaec3,주성초등학교병설유치원,충청북도 청주시 상당구 교서로 45,6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,463
43111103,ZID240bbbda34,학력인정 예일미용고등학교,충청북도 청주시 상당구 교동로3번길 103,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,310
43111103,ZID240bbbda34,학력인정 예일미용고등학교,충청북도 청주시 상당구 교동로3번길 103,6165104,2016044,CHILD,충청북도 청주시 상당구 수동((청주상공회의소) 부근),36.63807406,127.4901897,어린이,441
43111103,ZID240bbbda34,학력인정 예일미용고등학교,충청북도 청주시 상당구 교동로3번길 103,6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,237
43111103,ZID240bbbda34,학력인정 예일미용고등학교,충청북도 청주시 상당구 교동로3번길 103,6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,144
43111103,ZID240bbbda34,학력인정 예일미용고등학교,충청북도 청주시 상당구 교동로3번길 103,6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,456
43111103,ZIDa6fd8aa0f5,청주가정법률상담소부설가정폭력상담소,충청북도 청주시 상당구 상당로158길5,167071,2013114,JAYWALKING,충청북도 청주시 상당구 수동(우암오거리 부근),36.64645792,127.4893943,기타,458
43111103,ZIDa6fd8aa0f5,청주가정법률상담소부설가정폭력상담소,충청북도 청주시 상당구 상당로158길5,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,346
43111103,ZIDa6fd8aa0f5,청주가정법률상담소부설가정폭력상담소,충청북도 청주시 상당구 상당로158길5,6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,274
43111103,ZIDa6fd8aa0f5,청주가정법률상담소부설가정폭력상담소,충청북도 청주시 상당구 상당로158길5,6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,170
43111103,ZIDa6fd8aa0f5,청주가정법률상담소부설가정폭력상담소,충청북도 청주시 상당구 상당로158길5,6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,420
43111103,ZIDae491de261,충북여성인권상담소늘봄,충청북도 청주시 상당구 상당로 158번길 5,167071,2013114,JAYWALKING,충청북도 청주시 상당구 수동(우암오거리 부근),36.64645792,127.4893943,기타,413
43111103,ZIDae491de261,충북여성인권상담소늘봄,충청북도 청주시 상당구 상당로 158번길 5,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,390
43111103,ZIDae491de261,충북여성인권상담소늘봄,충청북도 청주시 상당구 상당로 158번길 5,6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,316
43111103,ZIDae491de261,충북여성인권상담소늘봄,충청북도 청주시 상당구 상당로 158번길 5,6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,209
43111103,ZIDae491de261,충북여성인권상담소늘봄,충청북도 청주시 상당구 상당로 158번길 5,6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,382
43111108,ZID2bf5b727ae,충북이주여성인권상담소,충청북도 청주시 상당구 교동로 3번길 55,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,77
43111108,ZID2bf5b727ae,충북이주여성인권상담소,충청북도 청주시 상당구 교동로 3번길 55,6165104,2016044,CHILD,충청북도 청주시 상당구 수동((청주상공회의소) 부근),36.63807406,127.4901897,어린이,202
43111108,ZID2bf5b727ae,충북이주여성인권상담소,충청북도 청주시 상당구 교동로 3번길 55,6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,145
43111108,ZID2bf5b727ae,충북이주여성인권상담소,충청북도 청주시 상당구 교동로 3번길 55,6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,151
43111108,ZID2bf5b727ae,충북이주여성인권상담소,충청북도 청주시 상당구 교동로 3번길 55,6536197,2019048,VIOLT,충청북도 청주시 상당구 수동(중앙초등학교 부근),36.63673098,127.4922369,기타,385
43111108,ZID3d41f9e143,충북여성장애인연대부설 여성장애인성폭력상담소,충청북도 청주시 상당구 상당로 26번길 15-2(서운동),6103606,2015052,JAYWALKING,충청북도 청주시 상당구 남문로2가동((두리빌라) 부근),36.63062191,127.4911348,기타,90
43111108,ZID3d41f9e143,충북여성장애인연대부설 여성장애인성폭력상담소,충청북도 청주시 상당구 상당로 26번길 15-2(서운동),6222678,2016146,OLDMAN,충청북도 청주시 상당구 서운동((중부매일) 부근),36.63224157,127.4929644,노약자,187
43111108,ZID3d41f9e143,충북여성장애인연대부설 여성장애인성폭력상담소,충청북도 청주시 상당구 상당로 26번길 15-2(서운동),6345684,2017081,JAYWALKING,충청북도 청주시 상당구 남문로2가동(구남궁병원사거리 부근),36.63183575,127.4909064,기타,169
43111108,ZID3d41f9e143,충북여성장애인연대부설 여성장애인성폭력상담소,충청북도 청주시 상당구 상당로 26번길 15-2(서운동),6608244,2020027,OLDMAN,충청북도 청주시 상당구 남문로2가동(구남궁병원사거리 부근),36.63234058,127.4907273,노약자,223
43111108,ZID3d41f9e143,충북여성장애인연대부설 여성장애인성폭력상담소,충청북도 청주시 상당구 상당로 26번길 15-2(서운동),6617661,2020037,BICYCLE,충청북도 청주시 상당구 석교동(상당로42 부근),36.62929897,127.4913865,기타,168
43111108,ZID9b43d7981a,청주여성의전화부설청주성폭력상담소,충청북도 청주시 상당구 대성로 57(서운동)3층,6100605,2015048,OLDMAN,충청북도 청주시 상당구 석교동(고려주차장 부근),36.62827078,127.4921347,노약자,255
43111108,ZID9b43d7981a,청주여성의전화부설청주성폭력상담소,충청북도 청주시 상당구 대성로 57(서운동)3층,6103606,2015052,JAYWALKING,충청북도 청주시 상당구 남문로2가동((두리빌라) 부근),36.63062191,127.4911348,기타,153
43111108,ZID9b43d7981a,청주여성의전화부설청주성폭력상담소,충청북도 청주시 상당구 대성로 57(서운동)3층,6222678,2016146,OLDMAN,충청북도 청주시 상당구 서운동((중부매일) 부근),36.63224157,127.4929644,노약자,194
43111108,ZID9b43d7981a,청주여성의전화부설청주성폭력상담소,충청북도 청주시 상당구 대성로 57(서운동)3층,6345684,2017081,JAYWALKING,충청북도 청주시 상당구 남문로2가동(구남궁병원사거리 부근),36.63183575,127.4909064,기타,228
43111108,ZID9b43d7981a,청주여성의전화부설청주성폭력상담소,충청북도 청주시 상당구 대성로 57(서운동)3층,6617661,2020037,BICYCLE,충청북도 청주시 상당구 석교동(상당로42 부근),36.62929897,127.4913865,기타,186
43111108,ZIDcfe746a838,청주일시청소년쉼터(이동형),충청북도 청주시 상당구 상당로 26번길 21(3층),6103606,2015052,JAYWALKING,충청북도 청주시 상당구 남문로2가동((두리빌라) 부근),36.63062191,127.4911348,기타,112
43111108,ZIDcfe746a838,청주일시청소년쉼터(이동형),충청북도 청주시 상당구 상당로 26번길 21(3층),6222678,2016146,OLDMAN,충청북도 청주시 상당구 서운동((중부매일) 부근),36.63224157,127.4929644,노약자,178
43111108,ZIDcfe746a838,청주일시청소년쉼터(이동형),충청북도 청주시 상당구 상당로 26번길 21(3층),6345684,2017081,JAYWALKING,충청북도 청주시 상당구 남문로2가동(구남궁병원사거리 부근),36.63183575,127.4909064,기타,183
43111108,ZIDcfe746a838,청주일시청소년쉼터(이동형),충청북도 청주시 상당구 상당로 26번길 21(3층),6608244,2020027,OLDMAN,충청북도 청주시 상당구 남문로2가동(구남궁병원사거리 부근),36.63234058,127.4907273,노약자,235
43111108,ZIDcfe746a838,청주일시청소년쉼터(이동형),충청북도 청주시 상당구 상당로 26번길 21(3층),6617661,2020037,BICYCLE,충청북도 청주시 상당구 석교동(상당로42 부근),36.62929897,127.4913865,기타,180
43111109,ZID3384a9d572,청주지역자활센터,"충청북도 청주시 상당구 남사로 83번길 35, 2층(서문동)",139194,2013098,OLDMAN,충청북도 청주시 흥덕구 사직동(VIPS(주)청주지점 부근),36.63618886,127.4812748,노약자,399
43111109,ZID3384a9d572,청주지역자활센터,"충청북도 청주시 상당구 남사로 83번길 35, 2층(서문동)",167339,2013114,JAYWALKING,충청북도 청주시 상당구 남주동(효성고무 부근),36.63174493,127.4843966,기타,207
43111109,ZID3384a9d572,청주지역자활센터,"충청북도 청주시 상당구 남사로 83번길 35, 2층(서문동)",206085,2014109,BICYCLE,충청북도 청주시 상당구 북문로1가동(바이오썬큐틴(Bio) 부근),36.6365824,127.4858874,기타,356
43111109,ZID3384a9d572,청주지역자활센터,"충청북도 청주시 상당구 남사로 83번길 35, 2층(서문동)",6097384,2015046,BICYCLE,충청북도 청주시 상당구 서문동((서문동새마을금고) 부근),36.63409344,127.486512,기타,196
43111109,ZID3384a9d572,청주지역자활센터,"충청북도 청주시 상당구 남사로 83번길 35, 2층(서문동)",6413748,2018032,BICYCLE,충청북도 청주시 서원구 사직동(모빌팩토리 부근),36.63687026,127.4825954,기타,396
43111110,ZID00473bfd2a,방주지역아동센터,충청북도 청주시 상당구 남사로84번길 2 (남주동),160970,2013099,BICYCLE,충청북도 청주시 상당구 남문로1가동(미스터피자 부근),36.63256768,127.4889648,기타,430
43111110,ZID00473bfd2a,방주지역아동센터,충청북도 청주시 상당구 남사로84번길 2 (남주동),167339,2013114,JAYWALKING,충청북도 청주시 상당구 남주동(효성고무 부근),36.63174493,127.4843966,기타,12
43111110,ZID00473bfd2a,방주지역아동센터,충청북도 청주시 상당구 남사로84번길 2 (남주동),6097384,2015046,BICYCLE,충청북도 청주시 상당구 서문동((서문동새마을금고) 부근),36.63409344,127.486512,기타,333
43111110,ZID00473bfd2a,방주지역아동센터,충청북도 청주시 상당구 남사로84번길 2 (남주동),6536395,2019048,VIOLT,충청북도 청주시 서원구 모충동(모충대교 부근),36.62963525,127.4831554,기타,250
43111110,ZID00473bfd2a,방주지역아동센터,충청북도 청주시 상당구 남사로84번길 2 (남주동),6689636,2021028,BICYCLE,충청북도 청주시 상당구 남주동(석교동133 부근),36.62940151,127.4868537,기타,344
43111110,ZID1af5f8fdea,충청노인요양원 성안점,충청북도 청주시 상당구 남사로102번길 11(남주동),150410,2013098,OLDMAN,충청북도 청주시 상당구 남문로2가동(우리은행(주)청주지점 부근),36.63209606,127.4891365,노약자,228
43111110,ZID1af5f8fdea,충청노인요양원 성안점,충청북도 청주시 상당구 남사로102번길 11(남주동),160970,2013099,BICYCLE,충청북도 청주시 상당구 남문로1가동(미스터피자 부근),36.63256768,127.4889648,기타,239
43111110,ZID1af5f8fdea,충청노인요양원 성안점,충청북도 청주시 상당구 남사로102번길 11(남주동),167339,2013114,JAYWALKING,충청북도 청주시 상당구 남주동(효성고무 부근),36.63174493,127.4843966,기타,212
43111110,ZID1af5f8fdea,충청노인요양원 성안점,충청북도 청주시 상당구 남사로102번길 11(남주동),6413454,2018032,BICYCLE,충청북도 청주시 상당구 남문로2가동(GS25남문로점 부근),36.63221191,127.4893714,기타,253
43111110,ZID1af5f8fdea,충청노인요양원 성안점,충청북도 청주시 상당구 남사로102번길 11(남주동),6689636,2021028,BICYCLE,충청북도 청주시 상당구 남주동(석교동133 부근),36.62940151,127.4868537,기타,219
43111111,ZID5ff9b325b9,석교초등학교병설유치원,충청북도 청주시 상당구 대성로 14,167576,2013114,JAYWALKING,충청북도 청주시 상당구 석교동(갈탄난로 벽난로 전시장 부근),36.62711198,127.492126,기타,173
43111111,ZID5ff9b325b9,석교초등학교병설유치원,충청북도 청주시 상당구 대성로 14,6097383,2015046,BICYCLE,충청북도 청주시 상당구 방서동(금석교사거리 부근),36.62584754,127.4931292,기타,156
43111111,ZID5ff9b325b9,석교초등학교병설유치원,충청북도 청주시 상당구 대성로 14,6100605,2015048,OLDMAN,충청북도 청주시 상당구 석교동(고려주차장 부근),36.62827078,127.4921347,노약자,220
43111111,ZID5ff9b325b9,석교초등학교병설유치원,충청북도 청주시 상당구 대성로 14,6519375,2019038,BICYCLE,충청북도 청주시 상당구 서운동(석교육거리 부근),36.62802961,127.4918221,기타,229
43111111,ZID5ff9b325b9,석교초등학교병설유치원,충청북도 청주시 상당구 대성로 14,6536859,2019049,VIOLT,충청북도 청주시 상당구 석교동(금석교사거리 부근),36.62519187,127.493446,기타,212
43111111,ZID64bc1e6270,석교초등학교,충청북도 청주시 상당구 대성로 14,167576,2013114,JAYWALKING,충청북도 청주시 상당구 석교동(갈탄난로 벽난로 전시장 부근),36.62711198,127.492126,기타,210
43111111,ZID64bc1e6270,석교초등학교,충청북도 청주시 상당구 대성로 14,6097383,2015046,BICYCLE,충청북도 청주시 상당구 방서동(금석교사거리 부근),36.62584754,127.4931292,기타,132
43111111,ZID64bc1e6270,석교초등학교,충청북도 청주시 상당구 대성로 14,6403184,2018029,OLDMAN,충청북도 청주시 상당구 금천동(금석교사거리 부근),36.62455312,127.4934894,노약자,231
43111111,ZID64bc1e6270,석교초등학교,충청북도 청주시 상당구 대성로 14,6536859,2019049,VIOLT,충청북도 청주시 상당구 석교동(금석교사거리 부근),36.62519187,127.493446,기타,168
43111111,ZID64bc1e6270,석교초등학교,충청북도 청주시 상당구 대성로 14,6647139,2020083,VIOLT,충청북도 청주시 상당구 석교동(금석교사거리 부근),36.62502058,127.4933789,기타,188
43111111,ZIDbef63d7711,남청주노인요양원,충청북도 청주시 상당구 청남로 2190번길 10,153922,2013098,OLDMAN,충청북도 청주시 상당구 석교동(승차권판매소 부근),36.62761176,127.4908048,노약자,80
43111111,ZIDbef63d7711,남청주노인요양원,충청북도 청주시 상당구 청남로 2190번길 10,167576,2013114,JAYWALKING,충청북도 청주시 상당구 석교동(갈탄난로 벽난로 전시장 부근),36.62711198,127.492126,기타,95
43111111,ZIDbef63d7711,남청주노인요양원,충청북도 청주시 상당구 청남로 2190번길 10,6402879,2018029,OLDMAN,충청북도 청주시 상당구 석교동(하나마취통증의학과의원 부근),36.62724136,127.4905013,노약자,62
43111111,ZIDbef63d7711,남청주노인요양원,충청북도 청주시 상당구 청남로 2190번길 10,6539816,2019056,LG,충청북도 청주시 상당구 석교동(청남빌딩 인근),36.62703906,127.4904134,기타,60
43111111,ZIDbef63d7711,남청주노인요양원,충청북도 청주시 상당구 청남로 2190번길 10,6650228,2020087,LG,충청북도 청주시 상당구 석교동(청남로2187 인근),36.62703906,127.4904134,기타,60
43111112,ZID08a710614b,숲속요양원,충청북도 청주시 상당구 교동로57,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,544
43111112,ZID08a710614b,숲속요양원,충청북도 청주시 상당구 교동로57,6165104,2016044,CHILD,충청북도 청주시 상당구 수동((청주상공회의소) 부근),36.63807406,127.4901897,어린이,531
43111112,ZID08a710614b,숲속요양원,충청북도 청주시 상당구 교동로57,6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,428
43111112,ZID08a710614b,숲속요양원,충청북도 청주시 상당구 교동로57,6536197,2019048,VIOLT,충청북도 청주시 상당구 수동(중앙초등학교 부근),36.63673098,127.4922369,기타,398
43111112,ZID08a710614b,숲속요양원,충청북도 청주시 상당구 교동로57,6685108,2021024,OLDMAN,충청북도 청주시 상당구 북문로1가동(상당사거리 부근),36.63628672,127.4898632,노약자,610
43111112,ZID099a45f655,청주시노인종합복지관,충청북도 청주시 상당구 대성로 172번길 21(수동),167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,336
43111112,ZID099a45f655,청주시노인종합복지관,충청북도 청주시 상당구 대성로 172번길 21(수동),6165104,2016044,CHILD,충청북도 청주시 상당구 수동((청주상공회의소) 부근),36.63807406,127.4901897,어린이,429
43111112,ZID099a45f655,청주시노인종합복지관,충청북도 청주시 상당구 대성로 172번길 21(수동),6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,127
43111112,ZID099a45f655,청주시노인종합복지관,충청북도 청주시 상당구 대성로 172번길 21(수동),6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,317
43111112,ZID099a45f655,청주시노인종합복지관,충청북도 청주시 상당구 대성로 172번길 21(수동),6536197,2019048,VIOLT,충청북도 청주시 상당구 수동(중앙초등학교 부근),36.63673098,127.4922369,기타,506
43111112,ZID1048690c3f,대성여자상업고등학교,충청북도 청주시 상당구 대성로 220,160972,2013099,BICYCLE,충청북도 청주시 상당구 우암동(우암교회 부근),36.6476182,127.4891324,기타,391
43111112,ZID1048690c3f,대성여자상업고등학교,충청북도 청주시 상당구 대성로 220,167071,2013114,JAYWALKING,충청북도 청주시 상당구 수동(우암오거리 부근),36.64645792,127.4893943,기타,294
43111112,ZID1048690c3f,대성여자상업고등학교,충청북도 청주시 상당구 대성로 220,6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,525
43111112,ZID1048690c3f,대성여자상업고등학교,충청북도 청주시 상당구 대성로 220,6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,487
43111112,ZID1048690c3f,대성여자상업고등학교,충청북도 청주시 상당구 대성로 220,6545948,2019066,JAYWALKING,충청북도 청주시 청원구 우암동(우암초교 부근),36.64761793,127.4893464,기타,378
43111112,ZID262b1c1702,청주상당시니어클럽,충청북도 청주시 상당구 수암로 15-6,167071,2013114,JAYWALKING,충청북도 청주시 상당구 수동(우암오거리 부근),36.64645792,127.4893943,기타,533
43111112,ZID262b1c1702,청주상당시니어클럽,충청북도 청주시 상당구 수암로 15-6,167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,622
43111112,ZID262b1c1702,청주상당시니어클럽,충청북도 청주시 상당구 수암로 15-6,6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,423
43111112,ZID262b1c1702,청주상당시니어클럽,충청북도 청주시 상당구 수암로 15-6,6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,536
43111112,ZID262b1c1702,청주상당시니어클럽,충청북도 청주시 상당구 수암로 15-6,6545948,2019066,JAYWALKING,충청북도 청주시 청원구 우암동(우암초교 부근),36.64761793,127.4893464,기타,619
43111112,ZID26d2bc6ead,은물영아전담어린이집,"충청북도 청주시 상당구 교동로3번길 110 (수동, 은물영아전담어린이집)",167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,333
43111112,ZID26d2bc6ead,은물영아전담어린이집,"충청북도 청주시 상당구 교동로3번길 110 (수동, 은물영아전담어린이집)",6165104,2016044,CHILD,충청북도 청주시 상당구 수동((청주상공회의소) 부근),36.63807406,127.4901897,어린이,461
43111112,ZID26d2bc6ead,은물영아전담어린이집,"충청북도 청주시 상당구 교동로3번길 110 (수동, 은물영아전담어린이집)",6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,220
43111112,ZID26d2bc6ead,은물영아전담어린이집,"충청북도 청주시 상당구 교동로3번길 110 (수동, 은물영아전담어린이집)",6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,191
43111112,ZID26d2bc6ead,은물영아전담어린이집,"충청북도 청주시 상당구 교동로3번길 110 (수동, 은물영아전담어린이집)",6519374,2019038,BICYCLE,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),36.64506062,127.4867781,기타,484
43111112,ZID4ad421adf7,은물어린이집,충청북도 청주시 상당구 상당로158번길 16 (수동),167179,2013114,JAYWALKING,충청북도 청주시 상당구 문화동(중앙시장 부근),36.63925502,127.4900889,기타,333
43111112,ZID4ad421adf7,은물어린이집,충청북도 청주시 상당구 상당로158번길 16 (수동),6165104,2016044,CHILD,충청북도 청주시 상당구 수동((청주상공회의소) 부근),36.63807406,127.4901897,어린이,461
43111112,ZID4ad421adf7,은물어린이집,충청북도 청주시 상당구 상당로158번길 16 (수동),6222538,2016146,OLDMAN,충청북도 청주시 상당구 수동((청수빌딩) 부근),36.64040908,127.4919569,노약자,221
43111112,ZID4ad421adf7,은물어린이집,충청북도 청주시 상당구 상당로158번길 16 (수동),6519373,2019038,BICYCLE,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),36.64094011,127.4893884,기타,191
