연도코드,시군구코드,사고위험지역명,사고위험지역,사고위험지역폴리곤,총사고건수,총사망자수,총중상자수,총경상자수,총부상신고자수,사고분석유형명,중심점utmkx좌표,중심점utmky좌표
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114806,"POLYGON((993287.245483899 1855827.96073598,993277.865828382 1855830.80602337,993269.221488349 1855835.42651939,993261.644660941 1855841.64466094,993255.426519385 1855849.22148835,993250.806023375 1855857.86582838,993247.96073598 1855867.2454839,993247 1855877,993247.96073598 1855886.7545161,993250.806023375 1855896.13417162,993255.426519385 1855904.77851165,993261.644660941 1855912.35533906,993266.099616854 1855916.01142689,993266.886913679 1855924.0049857,993263.426519385 1855928.22148835,993258.806023374 1855936.86582838,993255.96073598 1855946.2454839,993255 1855956,993255.96073598 1855965.7545161,993258.806023374 1855975.13417162,993263.426519385 1855983.77851165,993269.644660941 1855991.35533906,993277.221488349 1855997.57348062,993285.865828382 1856002.19397663,993295.245483899 1856005.03926402,993305 1856006,993314.754516101 1856005.03926402,993324.134171618 1856002.19397663,993327.354608856 1856000.47261706,993331.754516101 1856000.03926402,993341.134171618 1855997.19397663,993349.778511651 1855992.57348062,993357.355339059 1855986.35533906,993363.573480615 1855978.77851165,993364.689878365 1855976.68987837,993366.778511651 1855975.57348062,993374.355339059 1855969.35533906,993380.573480615 1855961.77851165,993385.193976626 1855953.13417162,993388.03926402 1855943.7545161,993389 1855934,993388.03926402 1855924.2454839,993386.536139663 1855919.29034696,993386.03926402 1855914.2454839,993383.193976626 1855904.86582838,993378.573480615 1855896.22148835,993372.355339059 1855888.64466094,993364.778511651 1855882.42651939,993356.134171618 1855877.80602337,993346.800524623 1855874.97469251,993346.03926402 1855867.2454839,993343.193976626 1855857.86582838,993338.573480615 1855849.22148835,993332.355339059 1855841.64466094,993324.778511651 1855835.42651939,993316.134171618 1855830.80602337,993306.754516101 1855827.96073598,993297 1855827,993287.245483899 1855827.96073598))",8,0,4,8,1,U턴중 / 기타,993313.0,1855919.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114807,"POLYGON((992339.96073598 1857619.2454839,992339 1857629,992339.96073598 1857638.7545161,992342.806023374 1857648.13417162,992347.426519385 1857656.77851165,992353.644660941 1857664.35533906,992357.582674109 1857667.58718294,992361.426519385 1857674.77851165,992367.644660941 1857682.35533906,992375.221488349 1857688.57348062,992383.865828382 1857693.19397663,992393.245483899 1857696.03926402,992403 1857697,992412.754516101 1857696.03926402,992422.134171618 1857693.19397663,992428.40589606 1857689.84167007,992437.134171618 1857687.19397663,992445.778511651 1857682.57348062,992453.355339059 1857676.35533906,992459.573480615 1857668.77851165,992464.193976626 1857660.13417162,992466.287927333 1857653.23134122,992467.355339059 1857652.35533906,992473.573480615 1857644.77851165,992478.193976626 1857636.13417162,992478.413297435 1857635.4111678,992483.355339059 1857631.35533906,992489.573480615 1857623.77851165,992494.193976626 1857615.13417162,992497.03926402 1857605.7545161,992498 1857596,992497.03926402 1857586.2454839,992494.193976626 1857576.86582838,992489.573480615 1857568.22148835,992483.355339059 1857560.64466094,992475.778511651 1857554.42651939,992467.134171618 1857549.80602337,992457.754516101 1857546.96073598,992448 1857546,992438.245483899 1857546.96073598,992428.865828382 1857549.80602337,992420.221488349 1857554.42651939,992417.800165637 1857556.41364758,992412.245483899 1857556.96073598,992402.865828382 1857559.80602337,992401.164413528 1857560.71544856,992400.865828382 1857560.80602337,992392.221488349 1857565.42651939,992384.644660941 1857571.64466094,992383.437189164 1857573.11596956,992377.865828382 1857574.80602337,992369.221488349 1857579.42651939,992361.644660941 1857585.64466094,992358.038626554 1857590.03862655,992353.644660941 1857593.64466094,992347.426519385 1857601.22148835,992342.806023374 1857609.86582838,992339.96073598 1857619.2454839))",12,0,4,13,0,기타 / 안전거리미확보,992418.0,1857620.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114808,"POLYGON((996213.865828382 1859881.80602337,996205.221488349 1859886.42651939,996197.644660941 1859892.64466094,996191.426519385 1859900.22148835,996186.806023374 1859908.86582838,996183.96073598 1859918.2454839,996183 1859928,996183.146556614 1859929.48801427,996175.644660941 1859935.64466094,996169.426519385 1859943.22148835,996164.806023374 1859951.86582838,996161.96073598 1859961.2454839,996161 1859971,996161.96073598 1859980.7545161,996164.806023374 1859990.13417162,996169.426519385 1859998.77851165,996175.644660941 1860006.35533906,996183.221488349 1860012.57348062,996191.865828382 1860017.19397663,996201.245483899 1860020.03926402,996211 1860021,996220.754516101 1860020.03926402,996230.134171618 1860017.19397663,996236.405896059 1860013.84167007,996245.134171618 1860011.19397663,996249.315321246 1860008.95910559,996249.537293162 1860008.89177114,996249.648279104 1860008.85810393,996250.245483899 1860009.03926402,996260 1860010,996269.754516101 1860009.03926402,996279.134171618 1860006.19397663,996287.778511651 1860001.57348062,996295.355339059 1859995.35533906,996301.573480615 1859987.77851165,996306.193976626 1859979.13417162,996307.29503813 1859975.50445828,996312.778511651 1859972.57348062,996312.949864081 1859972.43285531,996318.245483899 1859974.03926402,996328 1859975,996337.754516101 1859974.03926402,996347.134171618 1859971.19397663,996355.778511651 1859966.57348062,996363.355339059 1859960.35533906,996369.573480615 1859952.77851165,996374.193976626 1859944.13417162,996377.03926402 1859934.7545161,996378 1859925,996377.03926402 1859915.2454839,996374.193976626 1859905.86582838,996369.573480615 1859897.22148835,996363.355339059 1859889.64466094,996355.778511651 1859883.42651939,996347.134171618 1859878.80602337,996337.754516101 1859875.96073598,996328 1859875,996318.245483899 1859875.96073598,996308.865828382 1859878.80602337,996300.221488349 1859883.42651939,996300.05013592 1859883.56714469,996294.754516101 1859881.96073598,996285 1859881,996275.245483899 1859881.96073598,996272.796558209 1859882.70360947,996263.754516101 1859879.96073598,996254 1859879,996245.608520109 1859879.82648863,996242.754516101 1859878.96073598,996233 1859878,996223.245483899 1859878.96073598,996213.865828382 1859881.80602337))",12,0,3,16,0,U턴중 / 기타 / 안전거리미확보,996264.0,1859942.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114809,"POLYGON((995753.865828382 1860215.80602337,995745.221488349 1860220.42651939,995737.644660941 1860226.64466094,995731.426519385 1860234.22148835,995726.806023374 1860242.86582838,995723.96073598 1860252.2454839,995723.176475732 1860260.20821182,995722.644660941 1860260.64466094,995716.426519385 1860268.22148835,995713.309447463 1860274.05311975,995707.426519385 1860281.22148835,995702.806023374 1860289.86582838,995699.96073598 1860299.2454839,995699.71086186 1860301.78249841,995694.426519385 1860308.22148835,995689.806023374 1860316.86582838,995686.96073598 1860326.2454839,995686 1860336,995686.96073598 1860345.7545161,995689.806023374 1860355.13417162,995694.426519385 1860363.77851165,995700.644660941 1860371.35533906,995708.221488349 1860377.57348062,995716.865828382 1860382.19397663,995726.245483899 1860385.03926402,995736 1860386,995745.754516101 1860385.03926402,995755.134171618 1860382.19397663,995763.778511651 1860377.57348062,995771.355339059 1860371.35533906,995777.573480615 1860363.77851165,995781.579790761 1860356.28323255,995784.778511651 1860354.57348062,995792.355339059 1860348.35533906,995798.573480615 1860340.77851165,995803.193976626 1860332.13417162,995806.03926402 1860322.7545161,995807 1860313,995806.47091514 1860307.62811127,995807.03926402 1860305.7545161,995807.823524268 1860297.79178818,995808.355339059 1860297.35533906,995814.573480615 1860289.77851165,995819.193976626 1860281.13417162,995822.03926402 1860271.7545161,995823 1860262,995822.03926402 1860252.2454839,995819.193976626 1860242.86582838,995814.573480615 1860234.22148835,995808.355339059 1860226.64466094,995800.778511651 1860220.42651939,995792.134171618 1860215.80602337,995782.754516101 1860212.96073598,995773 1860212,995763.245483899 1860212.96073598,995753.865828382 1860215.80602337))",8,0,0,11,0,기타,995755.0,1860299.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114810,"POLYGON((997662.644660941 1850955.64466094,997656.426519385 1850963.22148835,997651.806023375 1850971.86582838,997648.96073598 1850981.2454839,997648 1850991,997648.96073598 1851000.7545161,997651.806023375 1851010.13417162,997656.426519385 1851018.77851165,997662.644660941 1851026.35533906,997670.221488349 1851032.57348062,997678.865828382 1851037.19397663,997680.359196665 1851037.64698494,997680.96073598 1851043.7545161,997682.770548616 1851049.7206688,997681.644660941 1851050.64466094,997675.426519385 1851058.22148835,997670.806023374 1851066.86582838,997667.96073598 1851076.2454839,997667 1851086,997667.96073598 1851095.7545161,997670.806023374 1851105.13417162,997675.426519385 1851113.77851165,997681.644660941 1851121.35533906,997689.221488349 1851127.57348062,997697.865828382 1851132.19397663,997705.240860406 1851134.43116813,997705.426519385 1851134.77851165,997711.644660941 1851142.35533906,997719.221488349 1851148.57348062,997727.865828382 1851153.19397663,997737.245483899 1851156.03926402,997747 1851157,997756.754516101 1851156.03926402,997766.134171618 1851153.19397663,997774.778511651 1851148.57348062,997782.355339059 1851142.35533906,997788.573480615 1851134.77851165,997789.411970845 1851133.20980677,997796.865828382 1851137.19397663,997806.245483899 1851140.03926402,997816 1851141,997825.754516101 1851140.03926402,997835.134171618 1851137.19397663,997843.778511651 1851132.57348062,997851.355339059 1851126.35533906,997857.573480615 1851118.77851165,997862.193976626 1851110.13417162,997865.03926402 1851100.7545161,997866 1851091,997865.03926402 1851081.2454839,997862.193976626 1851071.86582838,997857.573480615 1851063.22148835,997851.355339059 1851055.64466094,997843.778511651 1851049.42651939,997841.321723046 1851048.11333852,997841.03926402 1851045.2454839,997838.193976626 1851035.86582838,997833.573480615 1851027.22148835,997827.355339059 1851019.64466094,997819.778511651 1851013.42651938,997816.469551546 1851011.65784336,997812.355339059 1851006.64466094,997804.778511651 1851000.42651938,997796.134171618 1850995.80602337,997787.010049439 1850993.03825117,997786.573480615 1850992.22148835,997780.355339059 1850984.64466094,997772.778511651 1850978.42651938,997764.134171618 1850973.80602337,997754.754516101 1850970.96073598,997745 1850970,997743.286858488 1850970.16872971,997739.573480615 1850963.22148835,997733.355339059 1850955.64466094,997725.778511651 1850949.42651938,997717.134171618 1850944.80602337,997707.754516101 1850941.96073598,997698 1850941,997688.245483899 1850941.96073598,997678.865828382 1850944.80602337,997670.221488349 1850949.42651938,997662.644660941 1850955.64466094))",25,0,5,32,0,기타 / 안전거리미확보,997750.0,1851055.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114811,"POLYGON((998757.865828382 1851746.80602337,998749.221488349 1851751.42651939,998741.644660941 1851757.64466094,998735.426519385 1851765.22148835,998730.806023375 1851773.86582838,998727.96073598 1851783.2454839,998727 1851793,998727.96073598 1851802.7545161,998730.806023375 1851812.13417162,998735.426519385 1851820.77851165,998741.644660941 1851828.35533906,998749.221488349 1851834.57348062,998756.475270086 1851838.45070773,998758.806023374 1851846.13417162,998763.426519385 1851854.77851165,998769.644660941 1851862.35533906,998775.988317486 1851867.56144344,998773.96073598 1851874.2454839,998773 1851884,998773.468801042 1851888.75981686,998772.221488349 1851889.42651939,998764.644660941 1851895.64466094,998758.426519385 1851903.22148835,998753.806023374 1851911.86582838,998750.96073598 1851921.2454839,998750 1851931,998750.634733084 1851937.44455315,998748.806023374 1851940.86582838,998745.96073598 1851950.2454839,998745.478718575 1851955.13948874,998743.644660941 1851956.64466094,998737.426519385 1851964.22148835,998732.806023374 1851972.86582838,998729.96073598 1851982.2454839,998729 1851992,998729.157330147 1851993.59739978,998728.96073598 1851994.2454839,998728 1852004,998728.96073598 1852013.7545161,998731.806023374 1852023.13417162,998736.426519385 1852031.77851165,998742.644660941 1852039.35533906,998750.221488349 1852045.57348062,998758.865828382 1852050.19397663,998768.245483899 1852053.03926402,998778 1852054,998787.754516101 1852053.03926402,998791.74808248 1852051.8278289,998799.754516101 1852051.03926402,998809.134171618 1852048.19397663,998817.778511651 1852043.57348062,998825.355339059 1852037.35533906,998831.573480615 1852029.77851165,998836.193976626 1852021.13417162,998839.03926402 1852011.7545161,998839.075645863 1852011.38512505,998839.573480615 1852010.77851165,998844.193976626 1852002.13417162,998847.03926402 1851992.7545161,998847.071585699 1851992.42634859,998851.134171618 1851991.19397663,998859.778511651 1851986.57348062,998867.355339059 1851980.35533906,998873.573480615 1851972.77851165,998878.193976626 1851964.13417162,998881.03926402 1851954.7545161,998882 1851945,998881.03926402 1851935.2454839,998878.193976626 1851925.86582838,998873.573480615 1851917.22148835,998867.355339059 1851909.64466094,998866.214493238 1851908.70839297,998869.193976626 1851903.13417162,998872.03926402 1851893.7545161,998873 1851884,998872.03926402 1851874.2454839,998871.276741007 1851871.7317824,998874 1851872,998883.754516101 1851871.03926402,998893.134171618 1851868.19397663,998901.778511651 1851863.57348062,998909.355339059 1851857.35533906,998915.573480615 1851849.77851165,998920.193976626 1851841.13417162,998923.03926402 1851831.7545161,998924 1851822,998923.03926402 1851812.2454839,998920.193976626 1851802.86582838,998915.573480615 1851794.22148835,998909.355339059 1851786.64466094,998907.842738987 1851785.40330214,998907.03926402 1851777.2454839,998904.193976626 1851767.86582838,998902.472617059 1851764.64539114,998902.03926402 1851760.2454839,998899.193976626 1851750.86582838,998894.573480615 1851742.22148835,998888.355339059 1851734.64466094,998880.778511651 1851728.42651938,998872.134171618 1851723.80602337,998862.754516101 1851720.96073598,998853 1851720,998843.245483899 1851720.96073598,998833.865828382 1851723.80602337,998825.221488349 1851728.42651938,998817.644660941 1851734.64466094,998817.259539251 1851735.11393308,998816.754516101 1851734.96073598,998807 1851734,998797.245483899 1851734.96073598,998787.865828382 1851737.80602337,998779.221488349 1851742.42651938,998778.359539033 1851743.13390291,998777 1851743,998767.245483899 1851743.96073598,998757.865828382 1851746.80602337))",26,0,10,26,2,U턴중 / 기타 / 안전거리미확보,998816.0,1851875.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114812,"POLYGON((998481.865828382 1852834.80602337,998473.221488349 1852839.42651939,998465.644660941 1852845.64466094,998459.426519385 1852853.22148835,998454.806023374 1852861.86582838,998452.977045812 1852867.89515938,998449.426519385 1852872.22148835,998444.806023374 1852880.86582838,998441.96073598 1852890.2454839,998441 1852900,998441.96073598 1852909.7545161,998444.806023374 1852919.13417162,998449.426519385 1852927.77851165,998451.189800398 1852929.92707578,998451.96073598 1852937.7545161,998454.708038923 1852946.81116017,998454 1852954,998454.540826901 1852959.49110768,998453.806023374 1852960.86582838,998450.96073598 1852970.2454839,998450 1852980,998450.96073598 1852989.7545161,998453.806023374 1852999.13417162,998458.426519385 1853007.77851165,998459.30977851 1853008.85476601,998459 1853012,998459.96073598 1853021.7545161,998462.806023374 1853031.13417162,998467.426519385 1853039.77851165,998473.644660941 1853047.35533906,998481.221488349 1853053.57348062,998489.865828382 1853058.19397663,998499.245483899 1853061.03926402,998509 1853062,998518.754516101 1853061.03926402,998528.134171618 1853058.19397663,998536.778511651 1853053.57348062,998544.355339059 1853047.35533906,998544.864995557 1853046.73432082,998550.778511651 1853043.57348062,998558.355339059 1853037.35533906,998564.573480615 1853029.77851165,998569.193976626 1853021.13417162,998572.03926402 1853011.7545161,998573 1853002,998572.03926402 1852992.2454839,998569.193976626 1852982.86582838,998564.573480615 1852974.22148835,998564.43285531 1852974.05013592,998566.03926402 1852968.7545161,998567 1852959,998566.831270288 1852957.28685849,998573.778511651 1852953.57348062,998581.355339059 1852947.35533906,998587.573480615 1852939.77851165,998592.193976626 1852931.13417162,998595.03926402 1852921.7545161,998596 1852912,998595.03926402 1852902.2454839,998592.193976626 1852892.86582838,998587.573480615 1852884.22148835,998581.355339059 1852876.64466094,998573.778511651 1852870.42651938,998565.134171618 1852865.80602337,998555.754516101 1852862.96073598,998547.272701701 1852862.12535018,998547.193976626 1852861.86582838,998542.573480615 1852853.22148835,998536.355339059 1852845.64466094,998528.778511651 1852839.42651939,998520.134171618 1852834.80602337,998510.754516101 1852831.96073598,998501 1852831,998491.245483899 1852831.96073598,998481.865828382 1852834.80602337))",18,0,3,30,0,U턴중 / 기타 / 안전거리미확보,998513.0,1852943.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114813,"POLYGON((998922 1850944,998912.245483899 1850944.96073598,998902.865828382 1850947.80602337,998894.221488349 1850952.42651938,998886.644660941 1850958.64466094,998880.426519385 1850966.22148835,998875.806023375 1850974.86582838,998872.96073598 1850984.2454839,998872 1850994,998872.96073598 1851003.7545161,998875.806023375 1851013.13417162,998880.426519385 1851021.77851165,998886.644660941 1851029.35533906,998891.586702565 1851033.4111678,998891.806023374 1851034.13417162,998895.851798418 1851041.70328435,998895.426519385 1851042.22148835,998890.806023374 1851050.86582838,998887.96073598 1851060.2454839,998887 1851070,998887.96073598 1851079.7545161,998890.806023374 1851089.13417162,998895.426519385 1851097.77851165,998901.644660941 1851105.35533906,998909.221488349 1851111.57348062,998917.865828382 1851116.19397663,998927.245483899 1851119.03926402,998937 1851120,998946.754516101 1851119.03926402,998947.03317701 1851118.95473316,998950.644660941 1851123.35533906,998958.221488349 1851129.57348062,998966.865828382 1851134.19397663,998968.358754115 1851134.6468507,998976.865828382 1851139.19397663,998986.245483899 1851142.03926402,998996 1851143,999005.754516101 1851142.03926402,999015.134171618 1851139.19397663,999023.778511651 1851134.57348062,999031.355339059 1851128.35533906,999037.573480615 1851120.77851165,999042.193976626 1851112.13417162,999045.03926402 1851102.7545161,999046 1851093,999045.03926402 1851083.2454839,999042.193976626 1851073.86582838,999037.573480615 1851065.22148835,999031.355339059 1851057.64466094,999023.778511651 1851051.42651938,999022.889915576 1851050.95155489,999019.355339059 1851046.64466094,999014.783880279 1851042.89296168,999016.03926402 1851038.7545161,999017 1851029,999016.954034894 1851028.53330845,999017.573480615 1851027.77851165,999022.193976626 1851019.13417162,999025.03926402 1851009.7545161,999026 1851000,999025.03926402 1850990.2454839,999022.193976626 1850980.86582838,999017.915215677 1850972.86082968,999018 1850972,999017.03926402 1850962.2454839,999014.193976626 1850952.86582838,999009.573480615 1850944.22148835,999003.355339059 1850936.64466094,998995.778511651 1850930.42651939,998987.134171618 1850925.80602337,998984.523331579 1850925.01403371,998984.134171618 1850924.80602337,998974.754516101 1850921.96073598,998965 1850921,998955.245483899 1850921.96073598,998945.865828382 1850924.80602337,998937.221488349 1850929.42651939,998929.644660941 1850935.64466094,998923.426519385 1850943.22148835,998922.959864414 1850944.09453839,998922 1850944))",20,0,12,25,0,기타 / 안전거리미확보,998960.0,1851033.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114814,"POLYGON((998969.221488349 1850302.42651939,998961.644660941 1850308.64466094,998955.426519385 1850316.22148835,998950.806023374 1850324.86582838,998947.96073598 1850334.2454839,998947.525918 1850338.66026494,998944.221488349 1850340.42651939,998936.644660941 1850346.64466094,998930.426519385 1850354.22148835,998925.806023374 1850362.86582838,998922.96073598 1850372.2454839,998922.838605577 1850373.48549469,998922.644660941 1850373.64466094,998916.426519385 1850381.22148835,998911.806023374 1850389.86582838,998908.96073598 1850399.2454839,998908 1850409,998908.96073598 1850418.7545161,998911.806023374 1850428.13417162,998916.426519385 1850436.77851165,998922.644660941 1850444.35533906,998930.221488349 1850450.57348062,998938.865828382 1850455.19397663,998948.245483899 1850458.03926402,998950.967622806 1850458.3073713,998954.426519385 1850464.77851165,998960.644660941 1850472.35533906,998968.221488349 1850478.57348062,998970.891542148 1850480.0006541,998973.644660941 1850483.35533906,998981.221488349 1850489.57348062,998989.865828382 1850494.19397663,998999.245483899 1850497.03926402,999009 1850498,999018.754516101 1850497.03926402,999028.134171618 1850494.19397663,999036.778511651 1850489.57348062,999044.355339059 1850483.35533906,999050.573480615 1850475.77851165,999050.732403915 1850475.48118707,999056 1850476,999065.754516101 1850475.03926402,999075.134171618 1850472.19397663,999083.139170319 1850467.91521568,999084 1850468,999093.754516101 1850467.03926402,999103.134171618 1850464.19397663,999111.778511651 1850459.57348062,999119.355339059 1850453.35533906,999125.573480615 1850445.77851165,999130.193976626 1850437.13417162,999133.03926402 1850427.7545161,999134 1850418,999133.03926402 1850408.2454839,999132.579391082 1850406.72948599,999132.03926402 1850401.2454839,999129.193976626 1850391.86582838,999124.573480615 1850383.22148835,999118.355339059 1850375.64466094,999110.778511651 1850369.42651938,999102.134171618 1850364.80602337,999092.754516101 1850361.96073598,999083 1850361,999073.245483899 1850361.96073598,999063.865828382 1850364.80602337,999058.448629744 1850367.70157637,999059.03926402 1850365.7545161,999060 1850356,999059.03926402 1850346.2454839,999056.193976626 1850336.86582838,999051.573480615 1850328.22148835,999045.355339059 1850320.64466094,999037.778511651 1850314.42651939,999036.570462423 1850313.78080362,999032.355339059 1850308.64466094,999024.778511651 1850302.42651939,999016.134171618 1850297.80602337,999006.754516101 1850294.96073598,998997 1850294,998987.245483899 1850294.96073598,998977.865828382 1850297.80602337,998969.221488349 1850302.42651939))",18,0,4,25,0,U턴중 / 기타 / 안전거리미확보,999016.0,1850401.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114815,"POLYGON((999348.426519385 1851794.22148835,999343.806023374 1851802.86582838,999340.96073598 1851812.2454839,999340 1851822,999340.454733917 1851826.61699094,999339.96073598 1851828.2454839,999339 1851838,999339.96073598 1851847.7545161,999342.806023375 1851857.13417162,999347.426519385 1851865.77851165,999349.818190597 1851868.69277146,999349 1851877,999349.96073598 1851886.7545161,999352.806023374 1851896.13417162,999357.426519385 1851904.77851165,999363.644660941 1851912.35533906,999371.221488349 1851918.57348062,999379.865828382 1851923.19397663,999389.245483899 1851926.03926402,999399 1851927,999408.754516101 1851926.03926402,999418.134171618 1851923.19397663,999426.778511651 1851918.57348062,999434.355339059 1851912.35533906,999440.573480615 1851904.77851165,999445.193976626 1851896.13417162,999448.03926402 1851886.7545161,999449 1851877,999448.918377836 1851876.17127626,999450.112430826 1851875.53304164,999452.328990992 1851874.34826555,999456.134171618 1851873.19397663,999464.778511651 1851868.57348062,999472.355339059 1851862.35533906,999478.573480615 1851854.77851165,999483.193976626 1851846.13417162,999486.03926402 1851836.7545161,999487 1851827,999486.03926402 1851817.2454839,999483.193976626 1851807.86582838,999478.573480615 1851799.22148835,999472.355339059 1851791.64466094,999464.778511651 1851785.42651938,999456.134171618 1851780.80602337,999446.754516101 1851777.96073598,999437 1851777,999427.245483899 1851777.96073598,999424.648279104 1851778.74858944,999418.754516101 1851776.96073598,999409.609359691 1851776.06001669,999409.134171618 1851775.80602337,999399.754516101 1851772.96073598,999390 1851772,999380.245483899 1851772.96073598,999370.865828382 1851775.80602337,999362.221488349 1851780.42651938,999354.644660941 1851786.64466094,999348.426519385 1851794.22148835))",13,0,2,14,0,기타 / 안전거리미확보,999408.0,1851843.0
2020,43114,충청북도 청주시 청원구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,114816,"POLYGON((999571.806023374 1851796.86582838,999568.96073598 1851806.2454839,999568 1851816,999568.96073598 1851825.7545161,999570.318015717 1851830.22886776,999570.96073598 1851836.7545161,999573.806023375 1851846.13417162,999574.625727899 1851847.66773092,999568.426519385 1851855.22148835,999563.806023374 1851863.86582838,999560.96073598 1851873.2454839,999560 1851883,999560.96073598 1851892.7545161,999563.806023374 1851902.13417162,999568.426519385 1851910.77851165,999574.644660941 1851918.35533906,999582.221488349 1851924.57348062,999590.865828382 1851929.19397663,999600.245483899 1851932.03926402,999610 1851933,999619.754516101 1851932.03926402,999629.134171618 1851929.19397663,999637.778511651 1851924.57348062,999639.360669352 1851923.27503735,999641.754516101 1851923.03926402,999647.671223601 1851921.24445042,999649.754516101 1851921.03926402,999659.134171618 1851918.19397663,999662.866634868 1851916.19893345,999671 1851917,999680.754516101 1851916.03926402,999690.134171618 1851913.19397663,999698.778511651 1851908.57348062,999706.355339059 1851902.35533906,999712.573480615 1851894.77851165,999717.193976626 1851886.13417162,999720.03926402 1851876.7545161,999721 1851867,999720.03926402 1851857.2454839,999717.193976626 1851847.86582838,999716.414436776 1851846.4074119,999719.03926402 1851837.7545161,999720 1851828,999719.03926402 1851818.2454839,999716.193976626 1851808.86582838,999711.573480615 1851800.22148835,999705.355339059 1851792.64466094,999697.778511651 1851786.42651939,999689.134171618 1851781.80602337,999679.754516101 1851778.96073598,999670 1851778,999669.139170319 1851778.08478432,999661.134171618 1851773.80602337,999651.754516101 1851770.96073598,999642 1851770,999638.197704305 1851770.37449344,999637.134171618 1851769.80602337,999627.754516101 1851766.96073598,999618 1851766,999608.245483899 1851766.96073598,999598.865828382 1851769.80602337,999590.221488349 1851774.42651938,999582.644660941 1851780.64466094,999576.426519385 1851788.22148835,999571.806023374 1851796.86582838))",10,0,3,13,0,U턴중 / 기타 / 안전거리미확보,999638.0,1851849.0
2021,43111,충청북도 청주시 상당구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,110286,"POLYGON((999081.245483899 1847495.96073598,999071.865828382 1847498.80602337,999070.035315364 1847499.78445297,999068.245483899 1847499.96073598,999058.865828382 1847502.80602337,999050.221488349 1847507.42651938,999042.644660941 1847513.64466094,999037.729292902 1847519.63405423,999033.865828382 1847520.80602337,999025.221488349 1847525.42651938,999017.644660941 1847531.64466094,999011.426519385 1847539.22148835,999006.806023374 1847547.86582838,999003.96073598 1847557.2454839,999003.176475732 1847565.20821182,999002.644660941 1847565.64466094,998996.426519385 1847573.22148835,998991.806023375 1847581.86582838,998988.96073598 1847591.2454839,998988 1847601,998988.96073598 1847610.7545161,998991.806023375 1847620.13417162,998996.426519385 1847628.77851165,999002.644660941 1847636.35533906,999010.221488349 1847642.57348062,999018.865828382 1847647.19397663,999028.245483899 1847650.03926402,999038 1847651,999042.317607973 1847650.57475273,999042.426519385 1847650.77851165,999048.644660941 1847658.35533906,999056.221488349 1847664.57348062,999064.865828382 1847669.19397663,999074.245483899 1847672.03926402,999084 1847673,999093.754516101 1847672.03926402,999103.134171618 1847669.19397663,999111.778511651 1847664.57348062,999119.355339059 1847658.35533906,999125.573480615 1847650.77851165,999130.193976626 1847642.13417162,999133.03926402 1847632.7545161,999134 1847623,999133.03926402 1847613.2454839,999130.193976626 1847603.86582838,999125.573480615 1847595.22148835,999122.643720375 1847591.65156517,999125.03926402 1847583.7545161,999125.287761664 1847581.23147719,999126.355339059 1847580.35533906,999132.573480615 1847572.77851165,999137.193976626 1847564.13417162,999140.03926402 1847554.7545161,999141 1847545,999140.03926402 1847535.2454839,999137.193976626 1847525.86582838,999132.573480615 1847517.22148835,999126.355339059 1847509.64466094,999118.778511651 1847503.42651939,999110.134171618 1847498.80602337,999100.754516101 1847495.96073598,999091 1847495,999081.245483899 1847495.96073598))",13,0,3,19,0,U턴중 / 기타,999069.0,1847584.0
