연도코드,시군구코드,사고위험지역명,사고위험지역,사고위험지역폴리곤,총사고건수,총사망자수,총중상자수,총경상자수,총부상신고자수,사고분석유형명,중심점utmkx좌표,중심점utmky좌표
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47916,"POLYGON((1000952 1846528,1000951.4648 1846533.4336,1000954.5735 1846537.2215,1000959.194 1846545.8658,1000962.0393 1846555.2455,1000962.5864 1846560.8002,1000964.5735 1846563.2215,1000969.194 1846571.8658,1000972.0393 1846581.2455,1000973 1846591,1000972.0393 1846600.7545,1000969.194 1846610.1342,1000964.5735 1846618.7785,1000958.3553 1846626.3553,1000950.7785 1846632.5735,1000942.1342 1846637.194,1000932.7545 1846640.0393,1000923 1846641,1000913.2455 1846640.0393,1000903.8658 1846637.194,1000895.2215 1846632.5735,1000887.6447 1846626.3553,1000881.4265 1846618.7785,1000878.2871 1846612.9051,1000872.1342 1846616.194,1000862.7545 1846619.0393,1000853 1846620,1000843.2455 1846619.0393,1000833.8658 1846616.194,1000825.2215 1846611.5735,1000817.6447 1846605.3553,1000811.4265 1846597.7785,1000806.806 1846589.1342,1000803.9607 1846579.7545,1000803 1846570,1000803.9607 1846560.2455,1000806.806 1846550.8658,1000811.4265 1846542.2215,1000817.6447 1846534.6447,1000825.2215 1846528.4265,1000833.8658 1846523.806,1000838.6585 1846522.3522,1000838.806 1846521.8658,1000843.4265 1846513.2215,1000849.6447 1846505.6447,1000857.2215 1846499.4265,1000864.0934 1846495.7534,1000866.6447 1846492.6447,1000874.2215 1846486.4265,1000882.8658 1846481.806,1000892.2455 1846478.9607,1000902 1846478,1000911.7545 1846478.9607,1000921.1342 1846481.806,1000929.7785 1846486.4265,1000937.3553 1846492.6447,1000943.5735 1846500.2215,1000948.194 1846508.8658,1000951.0393 1846518.2455,1000952 1846528))",9,0,4,6,0,U턴중 / 기타,1000892.0,1846562.0
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47917,"POLYGON((1000094 1846243,1000093.6979 1846246.0669,1000095.194 1846248.8658,1000098.0393 1846258.2455,1000099 1846268,1000098.2788 1846275.3229,1000104.7545 1846275.9607,1000114.1342 1846278.806,1000122.7785 1846283.4265,1000130.3553 1846289.6447,1000136.5735 1846297.2215,1000141.194 1846305.8658,1000144.0393 1846315.2455,1000145 1846325,1000144.0393 1846334.7545,1000141.194 1846344.1342,1000136.5735 1846352.7785,1000130.3553 1846360.3553,1000122.7785 1846366.5735,1000114.1342 1846371.194,1000104.7545 1846374.0393,1000095 1846375,1000085.2455 1846374.0393,1000075.8658 1846371.194,1000067.2215 1846366.5735,1000065.5407 1846365.1941,1000065.0601 1846365.3399,1000064.2797 1846365.5766,1000062.8371 1846366.0142,1000062.194 1846368.1342,1000057.5735 1846376.7785,1000051.3553 1846384.3553,1000043.7785 1846390.5735,1000035.1342 1846395.194,1000025.7545 1846398.0393,1000016 1846399,1000006.2455 1846398.0393,999996.8658 1846395.194,999988.2215 1846390.5735,999980.6447 1846384.3553,999974.4265 1846376.7785,999969.806 1846368.1342,999966.9607 1846358.7545,999966 1846349,999966.9607 1846339.2455,999969.806 1846329.8658,999974.4265 1846321.2215,999977.5352 1846317.4336,999977 1846312,999977.1881 1846310.0901,999976.2215 1846309.5735,999968.6447 1846303.3553,999962.4265 1846295.7785,999957.806 1846287.1342,999954.9607 1846277.7545,999954 1846268,999954.9607 1846258.2455,999957.806 1846248.8658,999962.4265 1846240.2215,999968.6447 1846232.6447,999976.2215 1846226.4265,999984.8658 1846221.806,999994.2455 1846218.9607,1000000.7714 1846218.318,1000002.4265 1846215.2215,1000008.6447 1846207.6447,1000016.2215 1846201.4265,1000024.8658 1846196.806,1000034.2455 1846193.9607,1000044 1846193,1000053.7545 1846193.9607,1000063.1342 1846196.806,1000071.7785 1846201.4265,1000079.3553 1846207.6447,1000085.5735 1846215.2215,1000090.194 1846223.8658,1000093.0393 1846233.2455,1000094 1846243))",10,0,2,18,0,기타 / 안전거리미확보,1000042.0,1846299.0
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47918,"POLYGON((999141.2247 1847494.9235,999144.1342 1847495.806,999152.7785 1847500.4265,999160.3553 1847506.6447,999166.5735 1847514.2215,999171.194 1847522.8658,999174.0393 1847532.2455,999175 1847542,999174.0393 1847551.7545,999171.194 1847561.1342,999166.5735 1847569.7785,999160.3553 1847577.3553,999152.7785 1847583.5735,999144.1342 1847588.194,999137.7345 1847590.1353,999139.194 1847592.8658,999142.0393 1847602.2455,999143 1847612,999142.0393 1847621.7545,999139.194 1847631.1342,999134.5735 1847639.7785,999128.3553 1847647.3553,999120.7785 1847653.5735,999112.1342 1847658.194,999102.7545 1847661.0393,999102.152 1847661.0986,999095.7545 1847663.0393,999086 1847664,999076.2455 1847663.0393,999066.8658 1847660.194,999064.0972 1847658.7141,999057.2455 1847658.0393,999047.8658 1847655.194,999039.2215 1847650.5735,999038.3184 1847649.8324,999032.2215 1847646.5735,999024.6447 1847640.3553,999018.4265 1847632.7785,999013.806 1847624.1342,999010.9607 1847614.7545,999010 1847605,999010.9607 1847595.2455,999013.806 1847585.8658,999018.4133 1847577.2463,999017.9607 1847575.7545,999017 1847566,999017.9607 1847556.2455,999020.806 1847546.8658,999025.4265 1847538.2215,999031.6447 1847530.6447,999039.2215 1847524.4265,999047.8658 1847519.806,999048.1621 1847519.7161,999048.4265 1847519.2215,999054.6447 1847511.6447,999062.2215 1847505.4265,999070.8658 1847500.806,999080.2455 1847497.9607,999090 1847497,999094.1294 1847497.4067,999100.8658 1847493.806,999110.2455 1847490.9607,999120 1847490,999129.7545 1847490.9607,999139.1342 1847493.806,999141.2247 1847494.9235))",13,0,4,12,0,기타 / 안전거리미확보,999090.0,1847575.0
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47919,"POLYGON((998690 1848670,998689.0393 1848679.7545,998686.194 1848689.1342,998682.6542 1848695.7566,998684.7182 1848696.8597,998691.1342 1848698.806,998699.7785 1848703.4265,998707.3553 1848709.6447,998713.5735 1848717.2215,998718.194 1848725.8658,998721.0393 1848735.2455,998722 1848745,998721.0393 1848754.7545,998718.194 1848764.1342,998713.5735 1848772.7785,998707.3553 1848780.3553,998699.7785 1848786.5735,998691.1342 1848791.194,998681.7545 1848794.0393,998672 1848795,998662.2455 1848794.0393,998652.8658 1848791.194,998651.0353 1848790.2155,998649.2455 1848790.0393,998644.2903 1848788.5361,998639.2455 1848788.0393,998636.6366 1848787.2479,998629 1848788,998619.2455 1848787.0393,998609.8658 1848784.194,998601.2215 1848779.5735,998593.6447 1848773.3553,998592.7432 1848772.2568,998591.6447 1848771.3553,998585.4265 1848763.7785,998580.806 1848755.1342,998577.9607 1848745.7545,998577 1848736,998577.9607 1848726.2455,998580.806 1848716.8658,998581.1808 1848716.1648,998581.9607 1848708.2455,998582.1198 1848707.7212,998581.806 1848707.1342,998578.9607 1848697.7545,998578 1848688,998578.9607 1848678.2455,998581.806 1848668.8658,998586.4265 1848660.2215,998592.6447 1848652.6447,998593.4725 1848651.9653,998593.806 1848650.8658,998598.4265 1848642.2215,998604.6447 1848634.6447,998612.2215 1848628.4265,998620.8658 1848623.806,998630.2455 1848620.9607,998640 1848620,998649.7545 1848620.9607,998659.1342 1848623.806,998667.7785 1848628.4265,998675.3553 1848634.6447,998681.5735 1848642.2215,998686.194 1848650.8658,998689.0393 1848660.2455,998690 1848670))",13,0,3,18,1,U턴중 / 기타,998644.0,1848713.0
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47920,"POLYGON((999153.7906 1848759.8985,999154.7785 1848760.4265,999155.9228 1848761.3656,999159.7785 1848763.4265,999167.3553 1848769.6447,999173.5735 1848777.2215,999178.194 1848785.8658,999181.0393 1848795.2455,999182 1848805,999181.0393 1848814.7545,999179.2445 1848820.6712,999179.0393 1848822.7545,999176.194 1848832.1342,999173.6367 1848836.9185,999174.0393 1848838.2455,999175 1848848,999174.6872 1848851.176,999177.194 1848855.8658,999180.0393 1848865.2455,999181 1848875,999180.0393 1848884.7545,999177.194 1848894.1342,999172.5735 1848902.7785,999166.3553 1848910.3553,999158.7785 1848916.5735,999150.1342 1848921.194,999140.7545 1848924.0393,999131 1848925,999121.2455 1848924.0393,999111.8658 1848921.194,999103.2215 1848916.5735,999095.6447 1848910.3553,999089.4265 1848902.7785,999087.2135 1848898.6382,999085.2215 1848897.5735,999077.6447 1848891.3553,999071.4265 1848883.7785,999066.806 1848875.1342,999063.9607 1848865.7545,999063 1848856,999063.9607 1848846.2455,999066.806 1848836.8658,999071.4265 1848828.2215,999077.6447 1848820.6447,999077.9945 1848820.3576,999076.806 1848818.1342,999073.9607 1848808.7545,999073 1848799,999073.9607 1848789.2455,999076.806 1848779.8658,999081.4265 1848771.2215,999087.6447 1848763.6447,999095.2215 1848757.4265,999103.8658 1848752.806,999113.2455 1848749.9607,999123 1848749,999132.7545 1848749.9607,999142.1342 1848752.806,999150.7785 1848757.4265,999153.7906 1848759.8985))",10,0,6,7,1,기타,999125.0,1848837.0
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47921,"POLYGON((1000583.1104 1847882.7988,1000584.7545 1847882.9607,1000594.1342 1847885.806,1000602.7785 1847890.4265,1000610.3553 1847896.6447,1000616.5735 1847904.2215,1000621.194 1847912.8658,1000624.0393 1847922.2455,1000625 1847932,1000624.0393 1847941.7545,1000621.194 1847951.1342,1000616.5735 1847959.7785,1000610.3553 1847967.3553,1000602.7785 1847973.5735,1000594.1342 1847978.194,1000584.7545 1847981.0393,1000575 1847982,1000567.0792 1847981.2199,1000563.5735 1847987.7785,1000557.3553 1847995.3553,1000549.7785 1848001.5735,1000541.1342 1848006.194,1000540.4471 1848006.4024,1000537.5735 1848011.7785,1000531.3553 1848019.3553,1000523.7785 1848025.5735,1000515.1342 1848030.194,1000505.7545 1848033.0393,1000497.6769 1848033.8348,1000495.1342 1848035.194,1000485.7545 1848038.0393,1000476 1848039,1000466.2455 1848038.0393,1000456.8658 1848035.194,1000448.2215 1848030.5735,1000440.6447 1848024.3553,1000434.4265 1848016.7785,1000429.806 1848008.1342,1000426.9607 1847998.7545,1000426 1847989,1000426.9607 1847979.2455,1000429.806 1847969.8658,1000434.4265 1847961.2215,1000436.3031 1847958.9349,1000434.806 1847956.1342,1000431.9607 1847946.7545,1000431 1847937,1000431.9607 1847927.2455,1000434.806 1847917.8658,1000439.4265 1847909.2215,1000445.6447 1847901.6447,1000453.2215 1847895.4265,1000461.8658 1847890.806,1000471.2455 1847887.9607,1000481 1847887,1000490.7545 1847887.9607,1000499.6546 1847890.6605,1000506.8658 1847886.806,1000516.2455 1847883.9607,1000526 1847883,1000535.7545 1847883.9607,1000540.1889 1847885.3059,1000544.8658 1847882.806,1000554.2455 1847879.9607,1000564 1847879,1000573.7545 1847879.9607,1000583.1104 1847882.7988))",11,0,3,12,0,기타,1000517.0,1847952.0
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47922,"POLYGON((999229 1847733,999228.0393 1847742.7545,999227.706 1847743.8532,999228.7785 1847744.4265,999236.3553 1847750.6447,999242.5735 1847758.2215,999247.194 1847766.8658,999248.752 1847772.002,999250.5735 1847774.2215,999254.4765 1847781.5235,999257.849 1847783.3261,999259.1149 1847784.0028,999259.4354 1847784.1741,999263.8658 1847781.806,999273.2455 1847778.9607,999283 1847778,999292.7545 1847778.9607,999302.1342 1847781.806,999310.7785 1847786.4265,999318.3553 1847792.6447,999324.5735 1847800.2215,999329.194 1847808.8658,999332.0393 1847818.2455,999333 1847828,999332.0393 1847837.7545,999329.194 1847847.1342,999324.5735 1847855.7785,999318.3553 1847863.3553,999310.7785 1847869.5735,999302.1342 1847874.194,999292.7545 1847877.0393,999283 1847878,999281.5979 1847877.8619,999280.5735 1847879.7785,999274.3553 1847887.3553,999266.7785 1847893.5735,999264.7682 1847894.648,999262.194 1847903.1342,999257.5735 1847911.7785,999251.3553 1847919.3553,999243.7785 1847925.5735,999235.1342 1847930.194,999225.7545 1847933.0393,999216 1847934,999206.2455 1847933.0393,999196.8658 1847930.194,999188.2215 1847925.5735,999180.6447 1847919.3553,999174.4265 1847911.7785,999169.806 1847903.1342,999166.9607 1847893.7545,999166 1847884,999166.9607 1847874.2455,999169.2486 1847866.7034,999168.9607 1847865.7545,999168.7345 1847863.4575,999167.8658 1847863.194,999159.2215 1847858.5735,999151.6447 1847852.3553,999145.4265 1847844.7785,999140.806 1847836.1342,999137.9607 1847826.7545,999137 1847817,999137.6995 1847809.898,999135.2215 1847808.5735,999127.6447 1847802.3553,999121.4265 1847794.7785,999116.806 1847786.1342,999113.9607 1847776.7545,999113 1847767,999113.9607 1847757.2455,999116.806 1847747.8658,999121.4265 1847739.2215,999127.6447 1847731.6447,999129.2644 1847730.3154,999129.9607 1847723.2455,999132.806 1847713.8658,999137.4265 1847705.2215,999143.6447 1847697.6447,999151.2215 1847691.4265,999159.8658 1847686.806,999169.2455 1847683.9607,999179 1847683,999188.7545 1847683.9607,999198.1342 1847686.806,999206.7785 1847691.4265,999214.3553 1847697.6447,999220.5735 1847705.2215,999225.194 1847713.8658,999228.0393 1847723.2455,999229 1847733))",19,0,6,20,0,기타 / 안전거리미확보,999213.0,1847810.0
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47923,"POLYGON((999500 1847393,999499.0393 1847402.7545,999496.194 1847412.1342,999493.3545 1847417.4464,999494 1847424,999493.0393 1847433.7545,999492.5608 1847435.332,999496.5735 1847440.2215,999501.194 1847448.8658,999504.0393 1847458.2455,999505 1847468,999504.0393 1847477.7545,999501.194 1847487.1342,999496.5735 1847495.7785,999490.3553 1847503.3553,999482.7785 1847509.5735,999474.1342 1847514.194,999464.7545 1847517.0393,999460.2669 1847517.4813,999459.5735 1847518.7785,999453.3553 1847526.3553,999445.7785 1847532.5735,999437.1342 1847537.194,999427.7545 1847540.0393,999418 1847541,999408.2455 1847540.0393,999398.8658 1847537.194,999390.2215 1847532.5735,999382.6447 1847526.3553,999376.4265 1847518.7785,999371.806 1847510.1342,999370.2208 1847504.9083,999367.8658 1847504.194,999359.2215 1847499.5735,999351.6447 1847493.3553,999345.4265 1847485.7785,999340.806 1847477.1342,999337.9607 1847467.7545,999337 1847458,999337.9607 1847448.2455,999340.806 1847438.8658,999345.4265 1847430.2215,999351.6447 1847422.6447,999359.2215 1847416.4265,999367.8658 1847411.806,999377.2455 1847408.9607,999377.6511 1847408.9208,999377.8658 1847408.806,999387.2455 1847405.9607,999397 1847405,999397.2716 1847405.0268,999398.0704 1847404.3712,999398.3289 1847403.8876,999400.6455 1847399.5536,999400 1847393,999400.9607 1847383.2455,999403.806 1847373.8658,999408.4265 1847365.2215,999414.6447 1847357.6447,999422.2215 1847351.4265,999430.8658 1847346.806,999440.2455 1847343.9607,999450 1847343,999459.7545 1847343.9607,999469.1342 1847346.806,999477.7785 1847351.4265,999485.3553 1847357.6447,999491.5735 1847365.2215,999496.194 1847373.8658,999499.0393 1847383.2455,999500 1847393))",16,0,8,22,0,기타,999428.0,1847446.0
2018,43111,충청북도 청주시 상당구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,47924,"POLYGON((999967 1847429,999966.0393 1847438.7545,999963.194 1847448.1342,999958.5735 1847456.7785,999955.0037 1847461.1283,999955.0393 1847461.2455,999956 1847471,999955.0393 1847480.7545,999952.194 1847490.1342,999947.5735 1847498.7785,999941.3553 1847506.3553,999933.7785 1847512.5735,999930.1881 1847514.4926,999922.7785 1847520.5735,999914.1342 1847525.194,999904.7545 1847528.0393,999895 1847529,999885.2455 1847528.0393,999875.8658 1847525.194,999867.2215 1847520.5735,999866.8876 1847520.2995,999864.2455 1847520.0393,999854.8658 1847517.194,999846.2215 1847512.5735,999838.6447 1847506.3553,999832.4265 1847498.7785,999827.806 1847490.1342,999824.9607 1847480.7545,999824.1722 1847472.7481,999822.9607 1847468.7545,999822 1847459,999822.0985 1847458,999822 1847457,999822.9607 1847447.2455,999825.806 1847437.8658,999830.4265 1847429.2215,999836.6447 1847421.6447,999844.2215 1847415.4265,999852.8658 1847410.806,999857.2159 1847409.4865,999858.4265 1847407.2215,999864.6447 1847399.6447,999872.2215 1847393.4265,999880.8658 1847388.806,999890.2455 1847385.9607,999892.3519 1847385.7533,999897.8658 1847382.806,999907.2455 1847379.9607,999917 1847379,999926.7545 1847379.9607,999936.1342 1847382.806,999944.7785 1847387.4265,999952.3553 1847393.6447,999958.5735 1847401.2215,999963.194 1847409.8658,999966.0393 1847419.2455,999967 1847429))",10,0,1,13,1,기타 / 안전거리미확보,999896.0,1847454.0
2018,43112,충청북도 청주시 서원구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,47926,"POLYGON((998378.6394 1845385.8283,998385.2215 1845380.4265,998393.8658 1845375.806,998403.2455 1845372.9607,998413 1845372,998422.7545 1845372.9607,998432.1342 1845375.806,998440.7785 1845380.4265,998448.3553 1845386.6447,998451.4703 1845390.4403,998456.7545 1845390.9607,998466.1342 1845393.806,998474.7785 1845398.4265,998482.3553 1845404.6447,998488.5735 1845412.2215,998493.194 1845420.8658,998496.0393 1845430.2455,998497 1845440,998496.0393 1845449.7545,998493.194 1845459.1342,998488.5735 1845467.7785,998482.3553 1845475.3553,998474.7785 1845481.5735,998466.1342 1845486.194,998456.7545 1845489.0393,998447 1845490,998444.4911 1845489.7529,998442.3553 1845492.3553,998434.7785 1845498.5735,998434.6449 1845498.6449,998434.5735 1845498.7785,998428.3553 1845506.3553,998420.9774 1845512.4103,998419.1731 1845515.7858,998418.6765 1845516.715,998419 1845520,998418.0393 1845529.7545,998415.194 1845539.1342,998410.5735 1845547.7785,998404.3553 1845555.3553,998396.7785 1845561.5735,998388.1342 1845566.194,998378.7545 1845569.0393,998369 1845570,998359.2455 1845569.0393,998349.8658 1845566.194,998341.2215 1845561.5735,998333.6447 1845555.3553,998329.0517 1845549.7588,998321.2215 1845545.5735,998313.6447 1845539.3553,998307.4265 1845531.7785,998302.806 1845523.1342,998299.9607 1845513.7545,998299 1845504,998299.9607 1845494.2455,998300.0447 1845493.9688,998297.4265 1845490.7785,998292.806 1845482.1342,998289.9607 1845472.7545,998289.2703 1845465.7445,998286.806 1845461.1342,998283.9607 1845451.7545,998283 1845442,998283.9607 1845432.2455,998286.462 1845424,998283.9607 1845415.7545,998283 1845406,998283.9607 1845396.2455,998286.806 1845386.8658,998291.4265 1845378.2215,998297.6447 1845370.6447,998305.2215 1845364.4265,998313.8658 1845359.806,998323.2455 1845356.9607,998333 1845356,998342.7545 1845356.9607,998352.1342 1845359.806,998360.7785 1845364.4265,998368.3553 1845370.6447,998374.5735 1845378.2215,998378.6394 1845385.8283))",20,0,12,28,0,U턴중 / 기타 / 신호위반,998377.0,1845454.0
2018,43112,충청북도 청주시 서원구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,47927,"POLYGON((997420.6219 1846346.1357,997422 1846346,997431.7545 1846346.9607,997441.1342 1846349.806,997449.7785 1846354.4265,997457.3553 1846360.6447,997463.5735 1846368.2215,997468.194 1846376.8658,997471.0393 1846386.2455,997472 1846396,997471.0393 1846405.7545,997470.2479 1846408.3634,997471 1846416,997470.0393 1846425.7545,997467.194 1846435.1342,997462.5735 1846443.7785,997456.3553 1846451.3553,997448.7785 1846457.5735,997440.1342 1846462.194,997430.7545 1846465.0393,997430.5198 1846465.0624,997425.3553 1846471.3553,997417.7785 1846477.5735,997417.2094 1846477.8777,997414.3553 1846481.3553,997406.7785 1846487.5735,997398.1342 1846492.194,997388.7545 1846495.0393,997379 1846496,997369.2455 1846495.0393,997359.8658 1846492.194,997351.2215 1846487.5735,997343.6447 1846481.3553,997340.0386 1846476.9614,997335.6447 1846473.3553,997329.4265 1846465.7785,997324.806 1846457.1342,997321.9607 1846447.7545,997321 1846438,997321.9607 1846428.2455,997322.9189 1846425.087,997320.806 1846421.1342,997317.9607 1846411.7545,997317 1846402,997317.9607 1846392.2455,997320.806 1846382.8658,997325.4265 1846374.2215,997331.6447 1846366.6447,997339.2215 1846360.4265,997347.8658 1846355.806,997357.2455 1846352.9607,997367 1846352,997367.9694 1846352.0955,997371.2215 1846349.4265,997379.8658 1846344.806,997389.2455 1846341.9607,997399 1846341,997408.7545 1846341.9607,997418.1342 1846344.806,997420.6219 1846346.1357))",18,0,5,18,0,기타 / 신호위반 / 안전거리미확보,997392.0,1846415.0
2018,43112,충청북도 청주시 서원구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,47928,"POLYGON((997676 1846020,997675.9616 1846020.3902,997681.7545 1846020.9607,997691.1342 1846023.806,997699.7785 1846028.4265,997707.3553 1846034.6447,997713.5735 1846042.2215,997718.194 1846050.8658,997721.0393 1846060.2455,997722 1846070,997721.0393 1846079.7545,997718.194 1846089.1342,997713.5735 1846097.7785,997707.3553 1846105.3553,997699.7785 1846111.5735,997695.8315 1846113.6832,997692.5735 1846119.7785,997692.4811 1846119.8911,997691.194 1846124.1342,997686.5735 1846132.7785,997680.3553 1846140.3553,997672.7785 1846146.5735,997664.1342 1846151.194,997660.5843 1846152.2708,997657.7785 1846154.5735,997649.1342 1846159.194,997639.7545 1846162.0393,997630 1846163,997620.2455 1846162.0393,997610.8658 1846159.194,997602.2215 1846154.5735,997594.6447 1846148.3553,997588.4265 1846140.7785,997583.806 1846132.1342,997582.8343 1846128.9309,997579.4265 1846124.7785,997574.806 1846116.1342,997574.042 1846113.6156,997570.2215 1846111.5735,997562.6447 1846105.3553,997556.4265 1846097.7785,997551.806 1846089.1342,997548.9607 1846079.7545,997548 1846070,997548.9607 1846060.2455,997551.806 1846050.8658,997556.4265 1846042.2215,997562.6447 1846034.6447,997570.2215 1846028.4265,997576.4994 1846025.0709,997576 1846020,997576.9607 1846010.2455,997579.806 1846000.8658,997584.4265 1845992.2215,997590.6447 1845984.6447,997598.2215 1845978.4265,997606.8658 1845973.806,997616.2455 1845970.9607,997626 1845970,997635.7545 1845970.9607,997645.1342 1845973.806,997653.7785 1845978.4265,997661.3553 1845984.6447,997667.5735 1845992.2215,997672.194 1846000.8658,997675.0393 1846010.2455,997676 1846020))",17,0,5,19,1,기타 / 신호위반 / 안전거리미확보,997633.0,1846068.0
2018,43112,충청북도 청주시 서원구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,47929,"POLYGON((996512.9999 1848376.5226,996513.5735 1848377.2215,996518.194 1848385.8658,996521.0393 1848395.2455,996522 1848405,996521.6104 1848408.9555,996527.5735 1848416.2215,996532.194 1848424.8658,996535.0393 1848434.2455,996536 1848444,996535.376 1848450.3355,996536.194 1848451.8658,996539.0393 1848461.2455,996540 1848471,996539.0393 1848480.7545,996536.194 1848490.1342,996531.5735 1848498.7785,996525.3553 1848506.3553,996517.7785 1848512.5735,996517.1603 1848512.9039,996520.1342 1848513.806,996528.7785 1848518.4265,996536.3553 1848524.6447,996542.5735 1848532.2215,996547.194 1848540.8658,996550.0393 1848550.2455,996551 1848560,996550.0393 1848569.7545,996547.194 1848579.1342,996542.5735 1848587.7785,996536.3553 1848595.3553,996528.7785 1848601.5735,996520.1342 1848606.194,996510.7545 1848609.0393,996501 1848610,996498.8166 1848609.785,996497.194 1848615.1342,996492.5735 1848623.7785,996486.3553 1848631.3553,996484.0927 1848633.2123,996484.0393 1848633.7545,996481.194 1848643.1342,996476.5735 1848651.7785,996470.3553 1848659.3553,996462.7785 1848665.5735,996454.1342 1848670.194,996444.7545 1848673.0393,996435 1848674,996425.2455 1848673.0393,996415.8658 1848670.194,996407.2215 1848665.5735,996399.6447 1848659.3553,996393.4265 1848651.7785,996388.806 1848643.1342,996385.9607 1848633.7545,996385 1848624,996385.6621 1848617.2773,996383.2455 1848617.0393,996373.8658 1848614.194,996368.3519 1848611.2467,996366.2455 1848611.0393,996356.8658 1848608.194,996348.2215 1848603.5735,996340.6447 1848597.3553,996339.5554 1848596.028,996331.2215 1848591.5735,996323.6447 1848585.3553,996317.4265 1848577.7785,996312.806 1848569.1342,996309.9607 1848559.7545,996309 1848550,996309.9607 1848540.2455,996312.806 1848530.8658,996317.4265 1848522.2215,996323.6447 1848514.6447,996331.2215 1848508.4265,996339.8658 1848503.806,996349.2455 1848500.9607,996359 1848500,996368.7545 1848500.9607,996375.8766 1848503.1212,996377.4265 1848500.2215,996383.6447 1848492.6447,996391.2215 1848486.4265,996399.5029 1848482,996391.2215 1848477.5735,996383.6447 1848471.3553,996377.4265 1848463.7785,996372.806 1848455.1342,996369.9607 1848445.7545,996369 1848436,996369.9607 1848426.2455,996372.806 1848416.8658,996377.4265 1848408.2215,996383.6447 1848400.6447,996391.2215 1848394.4265,996399.8658 1848389.806,996409.2455 1848386.9607,996416.6668 1848386.2298,996416.9607 1848383.2455,996419.806 1848373.8658,996424.4265 1848365.2215,996430.6447 1848357.6447,996438.2215 1848351.4265,996446.8658 1848346.806,996456.2455 1848343.9607,996466 1848343,996475.7545 1848343.9607,996485.1342 1848346.806,996493.7785 1848351.4265,996501.3553 1848357.6447,996507.5735 1848365.2215,996512.194 1848373.8658,996512.9999 1848376.5226))",52,0,11,68,0,U턴중 / 기타 / 안전거리미확보,996442.0,1848513.0
2018,43112,충청북도 청주시 서원구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,47930,"POLYGON((998986.2639 1847349.6169,998989.7545 1847349.9607,998999.1342 1847352.806,999007.7785 1847357.4265,999015.3553 1847363.6447,999016.7962 1847365.4004,999018.2455 1847364.9607,999028 1847364,999037.7545 1847364.9607,999047.1342 1847367.806,999055.7785 1847372.4265,999063.3553 1847378.6447,999069.5735 1847386.2215,999074.194 1847394.8658,999077.0393 1847404.2455,999078 1847414,999077.3577 1847420.5215,999079.5735 1847423.2215,999084.194 1847431.8658,999087.0393 1847441.2455,999088 1847451,999087.0393 1847460.7545,999084.194 1847470.1342,999079.5735 1847478.7785,999073.3553 1847486.3553,999065.7785 1847492.5735,999057.1342 1847497.194,999047.7545 1847500.0393,999038 1847501,999028.2455 1847500.0393,999018.8658 1847497.194,999013.1695 1847494.1492,999007.7785 1847498.5735,998999.1342 1847503.194,998989.7545 1847506.0393,998983.0611 1847506.6985,998982.1342 1847507.194,998972.7545 1847510.0393,998963 1847511,998953.2455 1847510.0393,998943.8658 1847507.194,998935.2215 1847502.5735,998927.6447 1847496.3553,998921.4265 1847488.7785,998916.806 1847480.1342,998913.9607 1847470.7545,998913 1847461,998913.9607 1847451.2455,998916.806 1847441.8658,998921.4265 1847433.2215,998925.5984 1847428.138,998924.6447 1847427.3553,998918.4265 1847419.7785,998913.806 1847411.1342,998910.9607 1847401.7545,998910 1847392,998910.9607 1847382.2455,998913.806 1847372.8658,998918.4265 1847364.2215,998924.6447 1847356.6447,998932.2215 1847350.4265,998940.8658 1847345.806,998950.2455 1847342.9607,998960 1847342,998969.7545 1847342.9607,998979.1342 1847345.806,998986.2639 1847349.6169))",17,0,2,19,0,기타 / 신호위반,998993.0,1847429.0
