사고다발지fid,사고다발지id,법규위반,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6931481,2024050,중앙선침범,4311210600,43112001,충북 청주시 서원구1,충북 청주시 서원구 분평동(분평농협사거리 부근),3,7,0,2,5,0,127.484854052403,36.608756718239,"{""type"":""Polygon"",""coordinates"":[[[127.487549,36.60853802],[127.48749722,36.60811415],[127.48734386,36.60770657],[127.48709482,36.60733094],[127.48675967,36.60700169],[127.48635128,36.60673148],[127.48588536,36.6065307],[127.48537981,36.60640706],[127.48485405,36.60636531],[127.48432829,36.60640706],[127.48382274,36.6065307],[127.48335682,36.60673148],[127.48294844,36.60700169],[127.48261329,36.60733094],[127.48236425,36.60770657],[127.48221089,36.60811415],[127.48215911,36.60853802],[127.48221089,36.60896189],[127.48236425,36.60936947],[127.48261329,36.60974509],[127.48294844,36.61007433],[127.48335682,36.61034452],[127.48382274,36.6105453],[127.48432829,36.61066893],[127.48485405,36.61071068],[127.48537981,36.61066893],[127.48588536,36.6105453],[127.48635128,36.61034452],[127.48675967,36.61007433],[127.48709482,36.60974509],[127.48734386,36.60936947],[127.48749722,36.60896189],[127.487549,36.60853802]]]}"
6931430,2024050,중앙선침범,4311210800,43112002,충북 청주시 서원구2,충북 청주시 서원구 성화동(개신성화사거리 부근),3,5,0,1,4,0,127.448488749054,36.616872164362,"{""type"":""Polygon"",""coordinates"":[[[127.45118369,36.61665337],[127.45113191,36.61622954],[127.45097855,36.615822],[127.45072951,36.61544641],[127.45039436,36.6151172],[127.44998598,36.61484702],[127.44952006,36.61464626],[127.44901451,36.61452263],[127.44848875,36.61448089],[127.44796299,36.61452263],[127.44745744,36.61464626],[127.44699152,36.61484702],[127.44658313,36.6151172],[127.44624798,36.61544641],[127.44599894,36.615822],[127.44584559,36.61622954],[127.4457938,36.61665337],[127.44584559,36.61707719],[127.44599894,36.61748473],[127.44624798,36.61786031],[127.44658313,36.61818951],[127.44699152,36.61845968],[127.44745744,36.61866043],[127.44796299,36.61878405],[127.44848875,36.61882579],[127.44901451,36.61878405],[127.44952006,36.61866043],[127.44998598,36.61845968],[127.45039436,36.61818951],[127.45072951,36.61786031],[127.45097855,36.61748473],[127.45113191,36.61707719],[127.45118369,36.61665337]]]}"
6931429,2024050,중앙선침범,4311210300,43112003,충북 청주시 서원구3,충북 청주시 서원구 모충동(가을감나무 부근),3,5,0,0,5,0,127.493328876171,36.621437111956,"{""type"":""Polygon"",""coordinates"":[[[127.49602382,36.62121826],[127.49597204,36.62079446],[127.49581868,36.62038694],[127.49556964,36.62001137],[127.49523449,36.61968218],[127.49482611,36.61941202],[127.49436019,36.61921127],[127.49385463,36.61908765],[127.49332888,36.61904591],[127.49280312,36.61908765],[127.49229757,36.61921127],[127.49183164,36.61941202],[127.49142326,36.61968218],[127.49108811,36.62001137],[127.49083907,36.62038694],[127.49068571,36.62079446],[127.49063393,36.62121826],[127.49068571,36.62164206],[127.49083907,36.62204957],[127.49108811,36.62242513],[127.49142326,36.62275431],[127.49183164,36.62302446],[127.49229757,36.6232252],[127.49280312,36.62334881],[127.49332888,36.62339055],[127.49385463,36.62334881],[127.49436019,36.6232252],[127.49482611,36.62302446],[127.49523449,36.62275431],[127.49556964,36.62242513],[127.49581868,36.62204957],[127.49597204,36.62164206],[127.49602382,36.62121826]]]}"
6931668,2024050,중앙선침범,4311210100,43112004,충북 청주시 서원구4,충북 청주시 서원구 사직동(삼원맨션사거리 부근),3,4,0,0,4,0,127.48018773126,36.644085807999,"{""type"":""Polygon"",""coordinates"":[[[127.48288268,36.64386667],[127.48283089,36.643443],[127.48267754,36.6430356],[127.4824285,36.64266014],[127.48209335,36.64233105],[127.48168496,36.64206096],[127.48121904,36.64186027],[127.48071349,36.64173669],[127.48018773,36.64169496],[127.47966197,36.64173669],[127.47915642,36.64186027],[127.4786905,36.64206096],[127.47828212,36.64233105],[127.47794697,36.64266014],[127.47769793,36.6430356],[127.47754457,36.643443],[127.47749279,36.64386667],[127.47754457,36.64429034],[127.47769793,36.64469773],[127.47794697,36.64507318],[127.47828212,36.64540226],[127.4786905,36.64567233],[127.47915642,36.64587301],[127.47966197,36.64599659],[127.48018773,36.64603832],[127.48071349,36.64599659],[127.48121904,36.64587301],[127.48168496,36.64567233],[127.48209335,36.64540226],[127.4824285,36.64507318],[127.48267754,36.64469773],[127.48283089,36.64429034],[127.48288268,36.64386667]]]}"
6931687,2024050,중앙선침범,4311311400,43113001,충북 청주시 흥덕구1,충북 청주시 흥덕구 복대동(복대사거리 부근),4,13,0,3,9,1,127.439408589722,36.63278980176,"{""type"":""Polygon"",""coordinates"":[[[127.44210354,36.63257081],[127.44205175,36.63214707],[127.4418984,36.63173961],[127.44164936,36.6313641],[127.4413142,36.63103495],[127.44090582,36.63076483],[127.4404399,36.63056411],[127.43993435,36.63044051],[127.43940859,36.63039878],[127.43888283,36.63044051],[127.43837728,36.63056411],[127.43791136,36.63076483],[127.43750298,36.63103495],[127.43716782,36.6313641],[127.43691878,36.63173961],[127.43676543,36.63214707],[127.43671364,36.63257081],[127.43676543,36.63299454],[127.43691878,36.63340199],[127.43716782,36.63377749],[127.43750298,36.63410663],[127.43791136,36.63437674],[127.43837728,36.63457745],[127.43888283,36.63470104],[127.43940859,36.63474277],[127.43993435,36.63470104],[127.4404399,36.63457745],[127.44090582,36.63437674],[127.4413142,36.63410663],[127.44164936,36.63377749],[127.4418984,36.63340199],[127.44205175,36.63299454],[127.44210354,36.63257081]]]}"
6931394,2024050,중앙선침범,4311310500,43113002,충북 청주시 흥덕구2,충북 청주시 흥덕구 신봉동(제2운천교사거리 부근),4,5,0,1,4,0,127.472984844854,36.655591990793,"{""type"":""Polygon"",""coordinates"":[[[127.47567979,36.65537271],[127.47562801,36.6549491],[127.47547465,36.65454176],[127.47522561,36.65416636],[127.47489046,36.65383732],[127.47448208,36.65356727],[127.47401616,36.65336661],[127.4735106,36.65324305],[127.47298484,36.65320133],[127.47245909,36.65324305],[127.47195353,36.65336661],[127.47148761,36.65356727],[127.47107923,36.65383732],[127.47074408,36.65416636],[127.47049504,36.65454176],[127.47034168,36.6549491],[127.4702899,36.65537271],[127.47034168,36.65579632],[127.47049504,36.65620364],[127.47074408,36.65657904],[127.47107923,36.65690807],[127.47148761,36.6571781],[127.47195353,36.65737875],[127.47245909,36.65750231],[127.47298484,36.65754403],[127.4735106,36.65750231],[127.47401616,36.65737875],[127.47448208,36.6571781],[127.47489046,36.65690807],[127.47522561,36.65657904],[127.47547465,36.65620364],[127.47562801,36.65579632],[127.47567979,36.65537271]]]}"
6931643,2024050,중앙선침범,4311311400,43113003,충북 청주시 흥덕구3,충북 청주시 흥덕구 복대동(기상대사거리 부근),3,6,0,2,4,0,127.441345022418,36.638380059741,"{""type"":""Polygon"",""coordinates"":[[[127.44403997,36.63816099],[127.44398819,36.63773729],[127.44383483,36.63732986],[127.44358579,36.63695437],[127.44325064,36.63662525],[127.44284225,36.63635515],[127.44237633,36.63615445],[127.44187078,36.63603085],[127.44134502,36.63598912],[127.44081926,36.63603085],[127.44031371,36.63615445],[127.43984779,36.63635515],[127.43943941,36.63662525],[127.43910426,36.63695437],[127.43885522,36.63732986],[127.43870186,36.63773729],[127.43865008,36.63816099],[127.43870186,36.6385847],[127.43885522,36.63899212],[127.43910426,36.63936759],[127.43943941,36.6396967],[127.43984779,36.63996679],[127.44031371,36.64016749],[127.44081926,36.64029107],[127.44134502,36.6403328],[127.44187078,36.64029107],[127.44237633,36.64016749],[127.44284225,36.63996679],[127.44325064,36.6396967],[127.44358579,36.63936759],[127.44383483,36.63899212],[127.44398819,36.6385847],[127.44403997,36.63816099]]]}"
6931772,2024050,중앙선침범,4311311300,43113004,충북 청주시 흥덕구4,충북 청주시 흥덕구 가경동(발산공원사거리 부근),3,4,0,1,3,0,127.434584766064,36.622810031037,"{""type"":""Polygon"",""coordinates"":[[[127.43727971,36.62259116],[127.43722793,36.62216737],[127.43707457,36.62175986],[127.43682553,36.6213843],[127.43649038,36.62105511],[127.436082,36.62078495],[127.43561608,36.62058421],[127.43511052,36.62046059],[127.43458477,36.62041885],[127.43405901,36.62046059],[127.43355345,36.62058421],[127.43308753,36.62078495],[127.43267915,36.62105511],[127.432344,36.6213843],[127.43209496,36.62175986],[127.4319416,36.62216737],[127.43188982,36.62259116],[127.4319416,36.62301495],[127.43209496,36.62342245],[127.432344,36.62379801],[127.43267915,36.62412718],[127.43308753,36.62439733],[127.43355345,36.62459806],[127.43405901,36.62472167],[127.43458477,36.62476341],[127.43511052,36.62472167],[127.43561608,36.62459806],[127.436082,36.62439733],[127.43649038,36.62412718],[127.43682553,36.62379801],[127.43707457,36.62342245],[127.43722793,36.62301495],[127.43727971,36.62259116]]]}"
6931762,2024050,중앙선침범,4311311400,43113005,충북 청주시 흥덕구5,충북 청주시 흥덕구 복대동(산업단지육거리 부근),3,4,0,1,3,0,127.44929612935,36.63335334908,"{""type"":""Polygon"",""coordinates"":[[[127.45199108,36.63313435],[127.45193929,36.63271061],[127.45178593,36.63230316],[127.45153689,36.63192765],[127.45120174,36.63159851],[127.45079336,36.63132839],[127.45032744,36.63112767],[127.44982189,36.63100407],[127.44929613,36.63096233],[127.44877037,36.63100407],[127.44826482,36.63112767],[127.4477989,36.63132839],[127.44739051,36.63159851],[127.44705536,36.63192765],[127.44680632,36.63230316],[127.44665297,36.63271061],[127.44660118,36.63313435],[127.44665297,36.63355808],[127.44680632,36.63396552],[127.44705536,36.63434103],[127.44739051,36.63467015],[127.4477989,36.63494026],[127.44826482,36.63514097],[127.44877037,36.63526457],[127.44929613,36.6353063],[127.44982189,36.63526457],[127.45032744,36.63514097],[127.45079336,36.63494026],[127.45120174,36.63467015],[127.45153689,36.63434103],[127.45178593,36.63396552],[127.45193929,36.63355808],[127.45199108,36.63313435]]]}"
6931349,2024050,중앙선침범,4311311500,43113006,충북 청주시 흥덕구6,충북 청주시 흥덕구 봉명동(봉명1동사거리 부근),3,4,0,0,4,0,127.458900195409,36.641407426486,"{""type"":""Polygon"",""coordinates"":[[[127.46159514,36.64118832],[127.46154336,36.64076463],[127.46139,36.64035722],[127.46114096,36.63998175],[127.46080581,36.63965264],[127.46039743,36.63938255],[127.45993151,36.63918186],[127.45942595,36.63905827],[127.4589002,36.63901654],[127.45837444,36.63905827],[127.45786888,36.63918186],[127.45740296,36.63938255],[127.45699458,36.63965264],[127.45665943,36.63998175],[127.45641039,36.64035722],[127.45625703,36.64076463],[127.45620525,36.64118832],[127.45625703,36.64161201],[127.45641039,36.64201941],[127.45665943,36.64239487],[127.45699458,36.64272397],[127.45740296,36.64299405],[127.45786888,36.64319474],[127.45837444,36.64331832],[127.4589002,36.64336005],[127.45942595,36.64331832],[127.45993151,36.64319474],[127.46039743,36.64299405],[127.46080581,36.64272397],[127.46114096,36.64239487],[127.46139,36.64201941],[127.46154336,36.64161201],[127.46159514,36.64118832]]]}"
6931391,2024050,중앙선침범,4311332021,43113007,충북 청주시 흥덕구7,충북 청주시 흥덕구 옥산면(1-5 부근),2,3,1,1,1,0,127.371161976233,36.679081385208,"{""type"":""Polygon"",""coordinates"":[[[127.37385692,36.67886181],[127.37380514,36.67843833],[127.37365178,36.67803112],[127.37340274,36.67765583],[127.37306759,36.67732689],[127.37265921,36.67705693],[127.37219329,36.67685633],[127.37168773,36.6767328],[127.37116198,36.67669109],[127.37063622,36.6767328],[127.37013067,36.67685633],[127.36966474,36.67705693],[127.36925636,36.67732689],[127.36892121,36.67765583],[127.36867217,36.67803112],[127.36851881,36.67843833],[127.36846703,36.67886181],[127.36851881,36.67928528],[127.36867217,36.67969249],[127.36892121,36.68006776],[127.36925636,36.6803967],[127.36966474,36.68066664],[127.37013067,36.68086723],[127.37063622,36.68099075],[127.37116198,36.68103246],[127.37168773,36.68099075],[127.37219329,36.68086723],[127.37265921,36.68066664],[127.37306759,36.6803967],[127.37340274,36.68006776],[127.37365178,36.67969249],[127.37380514,36.67928528],[127.37385692,36.67886181]]]}"
6931382,2024050,중앙선침범,4311410500,43114001,충북 청주시 청원구1,충북 청주시 청원구 주성동(주성사거리 부근),3,4,0,1,3,0,127.497867959487,36.676987480545,"{""type"":""Polygon"",""coordinates"":[[[127.50056291,36.67676793],[127.50051112,36.67634444],[127.50035776,36.67593722],[127.50010873,36.67556192],[127.49977357,36.67523297],[127.49936519,36.674963],[127.49889927,36.6747624],[127.49839372,36.67463887],[127.49786796,36.67459716],[127.4973422,36.67463887],[127.49683665,36.6747624],[127.49637073,36.674963],[127.49596234,36.67523297],[127.49562719,36.67556192],[127.49537815,36.67593722],[127.4952248,36.67634444],[127.49517301,36.67676793],[127.4952248,36.67719142],[127.49537815,36.67759863],[127.49562719,36.67797392],[127.49596234,36.67830286],[127.49637073,36.67857281],[127.49683665,36.67877341],[127.4973422,36.67889693],[127.49786796,36.67893864],[127.49839372,36.67889693],[127.49889927,36.67877341],[127.49936519,36.67857281],[127.49977357,36.67830286],[127.50010873,36.67797392],[127.50035776,36.67759863],[127.50051112,36.67719142],[127.50056291,36.67676793]]]}"
6931701,2024050,중앙선침범,4311410200,43114002,충북 청주시 청원구2,충북 청주시 청원구 내덕동(현대미술관사거리 부근),3,4,0,0,4,0,127.487468828063,36.654417943671,"{""type"":""Polygon"",""coordinates"":[[[127.49016377,36.65419868],[127.49011199,36.65377506],[127.48995863,36.65336772],[127.48970959,36.65299231],[127.48937444,36.65266326],[127.48896606,36.65239321],[127.48850014,36.65219255],[127.48799459,36.65206898],[127.48746883,36.65202726],[127.48694307,36.65206898],[127.48643752,36.65219255],[127.4859716,36.65239321],[127.48556321,36.65266326],[127.48522806,36.65299231],[127.48497902,36.65336772],[127.48482566,36.65377506],[127.48477388,36.65419868],[127.48482566,36.65462229],[127.48497902,36.65502962],[127.48522806,36.65540502],[127.48556321,36.65573406],[127.4859716,36.65600409],[127.48643752,36.65620475],[127.48694307,36.65632831],[127.48746883,36.65637003],[127.48799459,36.65632831],[127.48850014,36.65620475],[127.48896606,36.65600409],[127.48937444,36.65573406],[127.48970959,36.65540502],[127.48995863,36.65502962],[127.49011199,36.65462229],[127.49016377,36.65419868]]]}"
6931521,2024050,중앙선침범,4311410300,43114003,충북 청주시 청원구3,충북 청주시 청원구 율량동(양지교 부근),3,4,0,0,4,0,127.499339789853,36.664479282178,"{""type"":""Polygon"",""coordinates"":[[[127.50203474,36.66425989],[127.50198295,36.66383633],[127.5018296,36.66342904],[127.50158056,36.66305368],[127.5012454,36.66272467],[127.50083702,36.66245466],[127.5003711,36.66225403],[127.49986555,36.66213048],[127.49933979,36.66208876],[127.49881403,36.66213048],[127.49830848,36.66225403],[127.49784256,36.66245466],[127.49743418,36.66272467],[127.49709902,36.66305368],[127.49684998,36.66342904],[127.49669663,36.66383633],[127.49664484,36.66425989],[127.49669663,36.66468345],[127.49684998,36.66509073],[127.49709902,36.66546608],[127.49743418,36.66579507],[127.49784256,36.66606507],[127.49830848,36.66626569],[127.49881403,36.66638924],[127.49933979,36.66643095],[127.49986555,36.66638924],[127.5003711,36.66626569],[127.50083702,36.66606507],[127.5012454,36.66579507],[127.50158056,36.66546608],[127.5018296,36.66509073],[127.50198295,36.66468345],[127.50203474,36.66425989]]]}"
6932334,2024052,신호위반,4311210200,43112001,충북 청주시 서원구1,충북 청주시 서원구 사창동(사창사거리 부근),15,21,0,3,18,0,127.460132144038,36.634616695784,"{""type"":""Polygon"",""coordinates"":[[[127.46103046,36.63439768],[127.4610132,36.63425643],[127.46096208,36.63412062],[127.46087907,36.63399545],[127.46076735,36.63388574],[127.46063122,36.63379571],[127.46047591,36.6337288],[127.4603074,36.6336876],[127.46013214,36.63367369],[127.45995689,36.6336876],[127.45978837,36.6337288],[127.45963307,36.63379571],[127.45949694,36.63388574],[127.45938522,36.63399545],[127.45930221,36.63412062],[127.45925109,36.63425643],[127.45923383,36.63439768],[127.45925109,36.63453892],[127.45930221,36.63467473],[127.45938522,36.6347999],[127.45949694,36.63490961],[127.45963307,36.63499964],[127.45978837,36.63506655],[127.45995689,36.63510774],[127.46013214,36.63512166],[127.4603074,36.63510774],[127.46047591,36.63506655],[127.46063122,36.63499964],[127.46076735,36.63490961],[127.46087907,36.6347999],[127.46096208,36.63467473],[127.4610132,36.63453892],[127.46103046,36.63439768]]]}"
6932606,2024052,신호위반,4311210400,43112002,충북 청주시 서원구2,충북 청주시 서원구 산남동(산남사거리 부근),6,10,0,3,7,0,127.470706322934,36.615542389447,"{""type"":""Polygon"",""coordinates"":[[[127.47160464,36.61532361],[127.47158738,36.61518233],[127.47153626,36.61504648],[127.47145324,36.61492129],[127.47134153,36.61481155],[127.4712054,36.61472149],[127.47105009,36.61465457],[127.47088158,36.61461336],[127.47070632,36.61459944],[127.47053107,36.61461336],[127.47036255,36.61465457],[127.47020725,36.61472149],[127.47007112,36.61481155],[127.4699594,36.61492129],[127.46987639,36.61504648],[127.46982527,36.61518233],[127.46980801,36.61532361],[127.46982527,36.61546489],[127.46987639,36.61560074],[127.4699594,36.61572593],[127.47007112,36.61583567],[127.47020725,36.61592573],[127.47036255,36.61599265],[127.47053107,36.61603386],[127.47070632,36.61604777],[127.47088158,36.61603386],[127.47105009,36.61599265],[127.4712054,36.61592573],[127.47134153,36.61583567],[127.47145324,36.61572593],[127.47153626,36.61560074],[127.47158738,36.61546489],[127.47160464,36.61532361]]]}"
6932545,2024052,신호위반,4311311400,43113001,충북 청주시 흥덕구1,충북 청주시 흥덕구 복대동(복대사거리 부근),6,14,0,2,12,0,127.440828571934,36.633529744285,"{""type"":""Polygon"",""coordinates"":[[[127.44172689,36.63331074],[127.44170963,36.63316949],[127.44165851,36.63303368],[127.44157549,36.63290851],[127.44146378,36.6327988],[127.44132765,36.63270876],[127.44117234,36.63264185],[127.44100382,36.63260065],[127.44082857,36.63258674],[127.44065332,36.63260065],[127.4404848,36.63264185],[127.44032949,36.63270876],[127.44019337,36.6327988],[127.44008165,36.63290851],[127.43999864,36.63303368],[127.43994752,36.63316949],[127.43993026,36.63331074],[127.43994752,36.63345198],[127.43999864,36.6335878],[127.44008165,36.63371297],[127.44019337,36.63382268],[127.44032949,36.63391271],[127.4404848,36.63397962],[127.44065332,36.63402082],[127.44082857,36.63403473],[127.44100382,36.63402082],[127.44117234,36.63397962],[127.44132765,36.63391271],[127.44146378,36.63382268],[127.44157549,36.63371297],[127.44165851,36.6335878],[127.44170963,36.63345198],[127.44172689,36.63331074]]]}"
6932563,2024052,신호위반,4311313600,43113002,충북 청주시 흥덕구2,충북 청주시 흥덕구 외북동(행복주유소 부근),6,9,0,2,7,0,127.435505732683,36.658602109566,"{""type"":""Polygon"",""coordinates"":[[[127.43640405,36.65838279],[127.43638679,36.65824159],[127.43633567,36.65810582],[127.43625265,36.65798069],[127.43614094,36.65787101],[127.43600481,36.65778101],[127.4358495,36.65771412],[127.43568099,36.65767294],[127.43550573,36.65765903],[127.43533048,36.65767294],[127.43516196,36.65771412],[127.43500666,36.65778101],[127.43487053,36.65787101],[127.43475881,36.65798069],[127.4346758,36.65810582],[127.43462468,36.65824159],[127.43460742,36.65838279],[127.43462468,36.65852399],[127.4346758,36.65865976],[127.43475881,36.65878488],[127.43487053,36.65889456],[127.43500666,36.65898457],[127.43516196,36.65905145],[127.43533048,36.65909263],[127.43550573,36.65910654],[127.43568099,36.65909263],[127.4358495,36.65905145],[127.43600481,36.65898457],[127.43614094,36.65889456],[127.43625265,36.65878488],[127.43633567,36.65865976],[127.43638679,36.65852399],[127.43640405,36.65838279]]]}"
6932283,2024052,신호위반,4311313400,43113003,충북 청주시 흥덕구3,충북 청주시 흥덕구 송절동(송절교차로 부근),6,9,0,1,8,0,127.454114125847,36.660297576744,"{""type"":""Polygon"",""coordinates"":[[[127.45501244,36.66007823],[127.45499518,36.65993704],[127.45494406,36.65980127],[127.45486105,36.65967615],[127.45474933,36.65956647],[127.4546132,36.65947647],[127.4544579,36.65940958],[127.45428938,36.6593684],[127.45411413,36.65935449],[127.45393887,36.6593684],[127.45377036,36.65940958],[127.45361505,36.65947647],[127.45347892,36.65956647],[127.4533672,36.65967615],[127.45328419,36.65980127],[127.45323307,36.65993704],[127.45321581,36.66007823],[127.45323307,36.66021943],[127.45328419,36.6603552],[127.4533672,36.66048032],[127.45347892,36.66058999],[127.45361505,36.66068],[127.45377036,36.66074688],[127.45393887,36.66078806],[127.45411413,36.66080197],[127.45428938,36.66078806],[127.4544579,36.66074688],[127.4546132,36.66068],[127.45474933,36.66058999],[127.45486105,36.66048032],[127.45494406,36.6603552],[127.45499518,36.66021943],[127.45501244,36.66007823]]]}"
6932617,2024052,신호위반,4311325027,43113004,충북 청주시 흥덕구4,충북 청주시 흥덕구 오송읍(궁평1교차로 부근),6,8,0,2,6,0,127.341462575659,36.619600952176,"{""type"":""Polygon"",""coordinates"":[[[127.34236089,36.61938212],[127.34234363,36.61924085],[127.34229251,36.61910501],[127.3422095,36.61897982],[127.34209778,36.61887009],[127.34196165,36.61878003],[127.34180635,36.61871312],[127.34163783,36.61867191],[127.34146258,36.61865799],[127.34128732,36.61867191],[127.34111881,36.61871312],[127.3409635,36.61878003],[127.34082737,36.61887009],[127.34071565,36.61897982],[127.34063264,36.61910501],[127.34058152,36.61924085],[127.34056426,36.61938212],[127.34058152,36.61952339],[127.34063264,36.61965923],[127.34071565,36.61978442],[127.34082737,36.61989415],[127.3409635,36.61998421],[127.34111881,36.62005112],[127.34128732,36.62009233],[127.34146258,36.62010624],[127.34163783,36.62009233],[127.34180635,36.62005112],[127.34196165,36.61998421],[127.34209778,36.61989415],[127.3422095,36.61978442],[127.34229251,36.61965923],[127.34234363,36.61952339],[127.34236089,36.61938212]]]}"
6932320,2024052,신호위반,4311311300,43113005,충북 청주시 흥덕구5,충북 청주시 흥덕구 가경동(시외버스터미널사거리 부근),6,7,0,0,7,0,127.429748219885,36.625769973969,"{""type"":""Polygon"",""coordinates"":[[[127.43064654,36.62555107],[127.43062927,36.62540981],[127.43057815,36.62527398],[127.43049514,36.6251488],[127.43038342,36.62503907],[127.4302473,36.62494902],[127.43009199,36.62488211],[127.42992347,36.62484091],[127.42974822,36.624827],[127.42957297,36.62484091],[127.42940445,36.62488211],[127.42924914,36.62494902],[127.42911302,36.62503907],[127.4290013,36.6251488],[127.42891828,36.62527398],[127.42886717,36.62540981],[127.4288499,36.62555107],[127.42886717,36.62569232],[127.42891828,36.62582815],[127.4290013,36.62595334],[127.42911302,36.62606306],[127.42924914,36.6261531],[127.42940445,36.62622001],[127.42957297,36.62626122],[127.42974822,36.62627513],[127.42992347,36.62626122],[127.43009199,36.62622001],[127.4302473,36.6261531],[127.43038342,36.62606306],[127.43049514,36.62595334],[127.43057815,36.62582815],[127.43062927,36.62569232],[127.43064654,36.62555107]]]}"
6932475,2024052,신호위반,4311410200,43114001,충북 청주시 청원구1,충북 청주시 청원구 내덕동(제2운천교오거리 부근),7,7,0,1,6,0,127.475277087672,36.657495726503,"{""type"":""Polygon"",""coordinates"":[[[127.4761754,36.65727642],[127.47615814,36.65713522],[127.47610702,36.65699945],[127.47602401,36.65687432],[127.47591229,36.65676464],[127.47577616,36.65667463],[127.47562086,36.65660774],[127.47545234,36.65656656],[127.47527709,36.65655265],[127.47510184,36.65656656],[127.47493332,36.65660774],[127.47477801,36.65667463],[127.47464188,36.65676464],[127.47453017,36.65687432],[127.47444715,36.65699945],[127.47439603,36.65713522],[127.47437877,36.65727642],[127.47439603,36.65741762],[127.47444715,36.65755339],[127.47453017,36.65767852],[127.47464188,36.6577882],[127.47477801,36.65787821],[127.47493332,36.65794509],[127.47510184,36.65798627],[127.47527709,36.65800018],[127.47545234,36.65798627],[127.47562086,36.65794509],[127.47577616,36.65787821],[127.47591229,36.6577882],[127.47602401,36.65767852],[127.47610702,36.65755339],[127.47615814,36.65741762],[127.4761754,36.65727642]]]}"
6932474,2024052,신호위반,4311410600,43114002,충북 청주시 청원구2,충북 청주시 청원구 주중동(율량교차로 부근),6,11,0,4,7,0,127.48338069889,36.674466669138,"{""type"":""Polygon"",""coordinates"":[[[127.48427901,36.67424715],[127.48426175,36.67410598],[127.48421063,36.67397024],[127.48412762,36.67384513],[127.4840159,36.67373548],[127.48387978,36.67364549],[127.48372447,36.67357862],[127.48355595,36.67353744],[127.4833807,36.67352354],[127.48320545,36.67353744],[127.48303693,36.67357862],[127.48288162,36.67364549],[127.48274549,36.67373548],[127.48263378,36.67384513],[127.48255076,36.67397024],[127.48249964,36.67410598],[127.48248238,36.67424715],[127.48249964,36.67438832],[127.48255076,36.67452406],[127.48263378,36.67464916],[127.48274549,36.67475881],[127.48288162,36.6748488],[127.48303693,36.67491567],[127.48320545,36.67495685],[127.4833807,36.67497075],[127.48355595,36.67495685],[127.48372447,36.67491567],[127.48387978,36.6748488],[127.4840159,36.67475881],[127.48412762,36.67464916],[127.48421063,36.67452406],[127.48426175,36.67438832],[127.48427901,36.67424715]]]}"
