사고다발지fid,사고다발지id,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6929994,2024046,4311110200,43111001,충북 청주시 상당구1,충북 청주시 상당구 북문로1가(청주밝은미소약국 부근),4,4,0,0,3,1,127.489116109991,36.636185331359,"{""type"":""Polygon"",""coordinates"":[[[127.49091274,36.63596629],[127.49087822,36.63568381],[127.49077598,36.63541219],[127.49060995,36.63516186],[127.49038652,36.63494244],[127.49011426,36.63476237],[127.48980365,36.63462856],[127.48946662,36.63454617],[127.48911611,36.63451834],[127.4887656,36.63454617],[127.48842857,36.63462856],[127.48811796,36.63476237],[127.4878457,36.63494244],[127.48762227,36.63516186],[127.48745624,36.63541219],[127.487354,36.63568381],[127.48731948,36.63596629],[127.487354,36.63624877],[127.48745624,36.63652039],[127.48762227,36.63677072],[127.4878457,36.63699013],[127.48811796,36.6371702],[127.48842857,36.637304],[127.4887656,36.63738639],[127.48911611,36.63741421],[127.48946662,36.63738639],[127.48980365,36.637304],[127.49011426,36.6371702],[127.49038652,36.63699013],[127.49060995,36.63677072],[127.49077598,36.63652039],[127.49087822,36.63624877],[127.49091274,36.63596629]]]}"
6930181,2024046,4311112400,43111002,충북 청주시 상당구2,충북 청주시 상당구 용암동(영운교 부근),3,3,1,1,1,0,127.500658122559,36.614479649942,"{""type"":""Polygon"",""coordinates"":[[[127.50245475,36.61426088],[127.50242023,36.61397833],[127.50231799,36.61370662],[127.50215197,36.61345622],[127.50192853,36.61323674],[127.50165628,36.61305662],[127.50134566,36.61292277],[127.50100863,36.61284035],[127.50065812,36.61281252],[127.50030762,36.61284035],[127.49997058,36.61292277],[127.49965997,36.61305662],[127.49938771,36.61323674],[127.49916428,36.61345622],[127.49899825,36.61370662],[127.49889601,36.61397833],[127.49886149,36.61426088],[127.49889601,36.61454344],[127.49899825,36.61481514],[127.49916428,36.61506554],[127.49938771,36.61528501],[127.49965997,36.61546513],[127.49997058,36.61559897],[127.50030762,36.61568139],[127.50065812,36.61570922],[127.50100863,36.61568139],[127.50134566,36.61559897],[127.50165628,36.61546513],[127.50192853,36.61528501],[127.50215197,36.61506554],[127.50231799,36.61481514],[127.50242023,36.61454344],[127.50245475,36.61426088]]]}"
6930058,2024046,4311210600,43112001,충북 청주시 서원구1,충북 청주시 서원구 분평동(1197-1 부근),4,4,1,1,2,0,127.493626157514,36.614838999998,"{""type"":""Polygon"",""coordinates"":[[[127.49542279,36.61462023],[127.49538827,36.61433767],[127.49528603,36.61406597],[127.49512,36.61381557],[127.49489657,36.61359609],[127.49462431,36.61341597],[127.4943137,36.61328213],[127.49397666,36.61319971],[127.49362616,36.61317188],[127.49327565,36.61319971],[127.49293862,36.61328213],[127.492628,36.61341597],[127.49235575,36.61359609],[127.49213231,36.61381557],[127.49196629,36.61406597],[127.49186405,36.61433767],[127.49182953,36.61462023],[127.49186405,36.61490279],[127.49196629,36.61517448],[127.49213231,36.61542488],[127.49235575,36.61564435],[127.492628,36.61582447],[127.49293862,36.61595831],[127.49327565,36.61604073],[127.49362616,36.61606856],[127.49397666,36.61604073],[127.4943137,36.61595831],[127.49462431,36.61582447],[127.49489657,36.61564435],[127.49512,36.61542488],[127.49528603,36.61517448],[127.49538827,36.61490279],[127.49542279,36.61462023]]]}"
6929988,2024046,4311210300,43112002,충북 청주시 서원구2,충북 청주시 서원구 모충동(모충사거리 부근),4,4,0,1,3,0,127.487842930463,36.624669388542,"{""type"":""Polygon"",""coordinates"":[[[127.48963956,36.62445049],[127.48960504,36.62416797],[127.4895028,36.62389631],[127.48933677,36.62364594],[127.48911334,36.62342649],[127.48884108,36.62324639],[127.48853047,36.62311256],[127.48819344,36.62303015],[127.48784293,36.62300233],[127.48749243,36.62303015],[127.48715539,36.62311256],[127.48684478,36.62324639],[127.48657252,36.62342649],[127.48634909,36.62364594],[127.48618306,36.62389631],[127.48608082,36.62416797],[127.4860463,36.62445049],[127.48608082,36.62473302],[127.48618306,36.62500468],[127.48634909,36.62525504],[127.48657252,36.62547449],[127.48684478,36.62565458],[127.48715539,36.6257884],[127.48749243,36.62587081],[127.48784293,36.62589863],[127.48819344,36.62587081],[127.48853047,36.6257884],[127.48884108,36.62565458],[127.48911334,36.62547449],[127.48933677,36.62525504],[127.4895028,36.62500468],[127.48960504,36.62473302],[127.48963956,36.62445049]]]}"
6930164,2024046,4311310500,43113001,충북 청주시 흥덕구1,충북 청주시 흥덕구 신봉동(제이에너지 신봉주유소 부근),4,5,1,0,3,1,127.471642721676,36.654917006286,"{""type"":""Polygon"",""coordinates"":[[[127.47343935,36.65469773],[127.47340483,36.65441532],[127.47330259,36.65414376],[127.47313657,36.6538935],[127.47291313,36.65367413],[127.47264088,36.6534941],[127.47233026,36.65336033],[127.47199323,36.65327795],[127.47164272,36.65325014],[127.47129222,36.65327795],[127.47095518,36.65336033],[127.47064457,36.6534941],[127.47037231,36.65367413],[127.47014888,36.6538935],[127.46998285,36.65414376],[127.46988061,36.65441532],[127.46984609,36.65469773],[127.46988061,36.65498014],[127.46998285,36.65525169],[127.47014888,36.65550196],[127.47037231,36.65572132],[127.47064457,36.65590134],[127.47095518,36.65603511],[127.47129222,36.65611748],[127.47164272,36.6561453],[127.47199323,36.65611748],[127.47233026,36.65603511],[127.47264088,36.65590134],[127.47291313,36.65572132],[127.47313657,36.65550196],[127.47330259,36.65525169],[127.47340483,36.65498014],[127.47343935,36.65469773]]]}"
6930078,2024046,4311311400,43113002,충북 청주시 흥덕구2,충북 청주시 흥덕구 복대동(복대가경시장사거리 부근),4,4,0,2,2,0,127.440653181037,36.628864400372,"{""type"":""Polygon"",""coordinates"":[[[127.44244981,36.62864545],[127.44241529,36.62836295],[127.44231305,36.6280913],[127.44214702,36.62784094],[127.44192359,36.6276215],[127.44165134,36.62744141],[127.44134072,36.6273076],[127.44100369,36.62722519],[127.44065318,36.62719737],[127.44030268,36.62722519],[127.43996564,36.6273076],[127.43965503,36.62744141],[127.43938277,36.6276215],[127.43915934,36.62784094],[127.43899331,36.6280913],[127.43889107,36.62836295],[127.43885655,36.62864545],[127.43889107,36.62892796],[127.43899331,36.62919961],[127.43915934,36.62944996],[127.43938277,36.62966939],[127.43965503,36.62984947],[127.43996564,36.62998329],[127.44030268,36.63006569],[127.44065318,36.63009351],[127.44100369,36.63006569],[127.44134072,36.62998329],[127.44165134,36.62984947],[127.44192359,36.62966939],[127.44214702,36.62944996],[127.44231305,36.62919961],[127.44241529,36.62892796],[127.44244981,36.62864545]]]}"
6930101,2024046,4311410200,43114001,충북 청주시 청원구1,충북 청주시 청원구 내덕동(제2운천교오거리 부근),5,5,0,4,1,0,127.475244334693,36.657562248701,"{""type"":""Polygon"",""coordinates"":[[[127.47704097,36.65734294],[127.47700644,36.65706054],[127.4769042,36.65678899],[127.47673818,36.65653873],[127.47651474,36.65631938],[127.47624249,36.65613935],[127.47593188,36.65600559],[127.47559484,36.65592321],[127.47524433,36.6558954],[127.47489383,36.65592321],[127.47455679,36.65600559],[127.47424618,36.65613935],[127.47397393,36.65631938],[127.47375049,36.65653873],[127.47358446,36.65678899],[127.47348223,36.65706054],[127.4734477,36.65734294],[127.47348223,36.65762534],[127.47358446,36.65789688],[127.47375049,36.65814714],[127.47397393,36.65836649],[127.47424618,36.65854651],[127.47455679,36.65868027],[127.47489383,36.65876264],[127.47524433,36.65879046],[127.47559484,36.65876264],[127.47593188,36.65868027],[127.47624249,36.65854651],[127.47651474,36.65836649],[127.47673818,36.65814714],[127.4769042,36.65789688],[127.47700644,36.65762534],[127.47704097,36.65734294]]]}"
6930147,2024046,4311410100,43114002,충북 청주시 청원구2,충북 청주시 청원구 우암동(돼지두루치기 울대찌개전문 우암점 부근),4,4,0,2,2,0,127.482066313615,36.647719137606,"{""type"":""Polygon"",""coordinates"":[[[127.48386294,36.64749995],[127.48382842,36.64721752],[127.48372618,36.64694593],[127.48356016,36.64669564],[127.48333672,36.64647626],[127.48306447,36.64629621],[127.48275385,36.64616243],[127.48241682,36.64608004],[127.48206631,36.64605222],[127.48171581,36.64608004],[127.48137877,36.64616243],[127.48106816,36.64629621],[127.4807959,36.64647626],[127.48057247,36.64669564],[127.48040644,36.64694593],[127.4803042,36.64721752],[127.48026968,36.64749995],[127.4803042,36.64778239],[127.48040644,36.64805397],[127.48057247,36.64830426],[127.4807959,36.64852364],[127.48106816,36.64870368],[127.48137877,36.64883746],[127.48171581,36.64891984],[127.48206631,36.64894766],[127.48241682,36.64891984],[127.48275385,36.64883746],[127.48306447,36.64870368],[127.48333672,36.64852364],[127.48356016,36.64830426],[127.48372618,36.64805397],[127.48382842,36.64778239],[127.48386294,36.64749995]]]}"
