다발지역 에프아이디(FID),다발지역 아이디(ID),시도 구분 아이디(ID),시도명,시구군 구분 아이디(ID),시구군명,읍면동 구분 ID,읍면동명,사고종류,법정동 코드,지점 코드,시도시구군명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,대상
6426872,2018040,43,충청북도,114,청주청원구,253,오창읍,VIOLT,4311425331,43114003,충청북도 청주시 청원구3,충청북도 청주시 청원구 오창읍(창리사거리 인근),0,4,0,0,4,0,127.4548373,36.7385878,기타
6429473,2018045,43,충청북도,113,청주흥덕구,115,봉명동,JAYWALKING,4311311500,151343001,충북 청주흥덕1,충청북도 청주시 흥덕구 봉명동(연일빌딩 부근),4,6,0,2,4,0,127.462297,36.64252821,기타
6430780,2018045,43,충청북도,111,청주상당구,124,용암동,JAYWALKING,4311112400,151443002,충북 청주청남2,충청북도 청주시 상당구 용암동(청주농협용암지점 정류장 부근),4,4,0,2,2,0,127.5144718,36.62146797,기타
6503377,2019034,43,충청북도,113,청주흥덕구,114,복대동,SCHOOLZONE,4311311400,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 복대동(복대초교 부근),2,2,0,0,1,1,127.4479497,36.62935758,어린이
6504037,2019035,43,충청북도,114,청주청원구,103,율량동,CHILD,4311410300,43114002,충청북도 청주시 청원구2,충청북도 청주시 청원구 율량동(청주여고 부근),3,3,0,1,2,0,127.4898165,36.66884208,어린이
6504062,2019035,43,충청북도,114,청주청원구,105,주성동,CHILD,4311410500,43114001,충청북도 청주시 청원구1,충청북도 청주시 청원구 주성동(우보빌딩입구 부근),4,5,0,2,3,0,127.4974485,36.67114129,어린이
6504306,2019035,43,충청북도,113,청주흥덕구,113,가경동,CHILD,4311311300,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 가경동(해온빌딩 부근),3,3,0,1,2,0,127.4297348,36.62204773,어린이
6504338,2019035,43,충청북도,111,청주상당구,124,용암동,CHILD,4311112400,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동(용암공원 부근),3,3,0,1,2,0,127.5018019,36.61056574,어린이
6513269,2019036,43,충청북도,114,청주청원구,103,율량동,OLDMAN,4311410300,43114001,충청북도 청주시 청원구1,충청북도 청주시 청원구 율량동(율량농협사거리 부근),3,4,0,2,2,0,127.4852992,36.66800566,노약자
6513270,2019036,43,충청북도,114,청주청원구,102,내덕동,OLDMAN,4311410200,43114002,충청북도 청주시 청원구2,충청북도 청주시 청원구 내덕동(루체피에스타 부근),3,3,0,2,1,0,127.4793706,36.65709116,노약자
6515191,2019036,43,충청북도,111,청주상당구,111,석교동,OLDMAN,4311111100,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 석교동(석교육거리 부근),9,9,0,6,3,0,127.4910074,36.62839166,노약자
6516292,2019038,43,충청북도,111,청주상당구,120,금천동,BICYCLE,4311112000,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 금천동(굿모닝한의원 부근),4,4,0,2,2,0,127.5032213,36.63066411,기타
6519373,2019038,43,충청북도,111,청주상당구,103,북문로2가동,BICYCLE,4311110300,43111005,충청북도 청주시 상당구5,충청북도 청주시 상당구 북문로2가동(태웅건설 부근),3,3,1,2,0,0,127.4893884,36.64094011,기타
6519374,2019038,43,충청북도,111,청주상당구,104,북문로3가동,BICYCLE,4311110400,43111004,충청북도 청주시 상당구4,충청북도 청주시 상당구 북문로3가동(신쭈꾸곱창의전설 부근),4,4,0,1,3,0,127.4867781,36.64506062,기타
6519375,2019038,43,충청북도,111,청주상당구,108,서운동,BICYCLE,4311110800,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 서운동(석교육거리 부근),4,4,0,2,2,0,127.4918221,36.62802961,기타
6519668,2019038,43,충청북도,113,청주흥덕구,114,복대동,BICYCLE,4311311400,43113003,충청북도 청주시 흥덕구3,충청북도 청주시 흥덕구 복대동(창옥빌딩 부근),4,4,0,0,3,1,127.4421943,36.63289711,기타
6519669,2019038,43,충청북도,113,청주흥덕구,113,가경동,BICYCLE,4311311300,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 가경동(덕일한마음아파트입구 부근),4,4,0,2,0,2,127.4412711,36.62297697,기타
6520949,2019038,43,충청북도,111,청주상당구,119,영운동,BICYCLE,4311111900,43111003,충청북도 청주시 상당구3,충청북도 청주시 상당구 영운동(청주동부소방서 부근),4,4,0,2,2,0,127.4951141,36.62148077,기타
6520950,2019038,43,충청북도,113,청주흥덕구,114,복대동,BICYCLE,4311311400,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 복대동(솔밭중학교후문 부근),6,6,0,2,3,1,127.4302198,36.63934515,기타
6536002,2019048,43,충청북도,113,청주흥덕구,115,봉명동,VIOLT,43113115,43113004,충청북도 청주시 흥덕구4,충청북도 청주시 흥덕구 봉명동(봉명1동사거리 부근),0,4,0,1,3,0,127.4595732,36.63802253,기타
6536094,2019048,43,충청북도,111,청주상당구,124,용암동,VIOLT,43111124,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 용암동(원봉공원1길먼두둑윗길 부근),0,5,0,3,2,0,127.5061507,36.61653748,기타
6536156,2019048,43,충청북도,111,청주상당구,124,용암동,VIOLT,43111124,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동(중흥마을부영아파트108동 부근),0,7,0,1,5,1,127.5123913,36.61912431,기타
6536160,2019048,43,충청북도,111,청주상당구,117,탑동,VIOLT,43111117,43111003,충청북도 청주시 상당구3,충청북도 청주시 상당구 탑동(삼덕아파트 부근),0,3,0,1,2,0,127.5034674,36.63172787,기타
6536161,2019048,43,충청북도,113,청주흥덕구,117,강서동,VIOLT,43113117,43113003,충청북도 청주시 흥덕구3,충청북도 청주시 흥덕구 강서동(청주터미널앞사거리 부근),0,5,0,1,4,0,127.4300755,36.62528872,기타
6536197,2019048,43,충청북도,111,청주상당구,112,수동,VIOLT,43111112,43111004,충청북도 청주시 상당구4,충청북도 청주시 상당구 수동(중앙초등학교 부근),0,3,0,0,3,0,127.4922369,36.63673098,기타
6536218,2019048,43,충청북도,113,청주흥덕구,114,복대동,VIOLT,43113114,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 복대동(하복대교 부근),0,7,0,1,5,1,127.4293927,36.6382068,기타
6536451,2019048,43,충청북도,113,청주흥덕구,115,봉명동,VIOLT,43113115,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 봉명동(농수산물로봉명주현로 부근),0,5,0,3,2,0,127.4571059,36.64937152,기타
6536697,2019049,43,충청북도,111,청주상당구,120,금천동,VIOLT,43111120,43111003,충청북도 청주시 상당구3,충청북도 청주시 상당구 금천동(부영e그린2차아파트603동 부근),0,9,0,3,6,0,127.5049001,36.62982115,기타
6536702,2019049,43,충청북도,111,청주상당구,122,명암동,VIOLT,43111122,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 명암동(상리마을입구 부근),0,13,0,5,8,0,127.5118834,36.66223397,기타
6536723,2019049,43,충청북도,114,청주청원구,253,오창읍,VIOLT,43114253,43114003,충청북도 청주시 청원구3,충청북도 청주시 청원구 오창읍(구룡소류지 부근),0,11,2,5,4,0,127.4151,36.71672641,기타
6536837,2019049,43,충청북도,113,청주흥덕구,138,비하동,VIOLT,43113138,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 비하동(터미널사거리 부근),0,30,0,5,22,3,127.4282606,36.62859615,기타
6536859,2019049,43,충청북도,111,청주상당구,111,석교동,VIOLT,43111111,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 석교동(금석교사거리 부근),0,18,0,8,10,0,127.493446,36.62519187,기타
6536877,2019049,43,충청북도,113,청주흥덕구,117,강서동,VIOLT,43113117,43113003,충청북도 청주시 흥덕구3,충청북도 청주시 흥덕구 강서동(청주터미널앞사거리 부근),0,10,0,2,8,0,127.430758,36.62505473,기타
6536909,2019049,43,충청북도,113,청주흥덕구,114,복대동,VIOLT,43113114,43113004,충청북도 청주시 흥덕구4,충청북도 청주시 흥덕구 복대동(산업단지육거리 부근),0,7,0,2,5,0,127.4470024,36.63439358,기타
6536934,2019049,43,충청북도,113,청주흥덕구,116,송정동,VIOLT,43113116,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 송정동(LG화학입구 부근),0,11,0,3,8,0,127.4350511,36.65372477,기타
6536987,2019049,43,충청북도,114,청주청원구,253,오창읍,VIOLT,43114253,43114002,충청북도 청주시 청원구2,충청북도 청주시 청원구 오창읍(신촌본가설렁탕 부근),0,11,0,2,9,0,127.4191699,36.71173501,기타
6537008,2019049,43,충청북도,114,청주청원구,253,오창읍,VIOLT,43114253,43114001,충청북도 청주시 청원구1,충청북도 청주시 청원구 오창읍(창리사거리1 부근),0,14,0,6,8,0,127.4580425,36.73760063,기타
6545948,2019066,43,충청북도,114,청주청원구,101,우암동,JAYWALKING,4311410100,150243001,충북 청주상당1,충청북도 청주시 청원구 우암동(우암초교 부근),4,4,1,2,1,0,127.4893464,36.64761793,기타
6571275,2019079,43,충청북도,111,청주상당구,310,낭성면,FREEZING,4311131031,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 낭성면(우리주유소 부근),4,6,1,2,3,0,127.5532433,36.65014263,기타
6598069,2020016,43,충청북도,111,청주상당구,124,용암동,CHILD,4311112400,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동(중흥로181 부근),3,3,0,2,1,0,127.5126257,36.61923049,어린이
6607783,2020027,43,충청북도,111,청주상당구,121,용담동,OLDMAN,4311112100,43111003,충청북도 청주시 상당구3,충청북도 청주시 상당구 용담동(부영e그린2차아파트602동 부근),3,4,0,1,3,0,127.50604,36.63076316,노약자
6608244,2020027,43,충청북도,111,청주상당구,106,남문로2가동,OLDMAN,4311110600,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 남문로2가동(구남궁병원사거리 부근),5,5,0,3,1,1,127.4907273,36.63234058,노약자
6614427,2020027,43,충청북도,111,청주상당구,105,남문로1가동,OLDMAN,4311110500,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 남문로1가동(상당로42 부근),11,12,0,5,6,1,127.4910778,36.62849073,노약자
6614431,2020027,43,충청북도,113,청주흥덕구,114,복대동,OLDMAN,4311311400,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 복대동(산업단지육거리 부근),2,2,1,0,1,0,127.4471291,36.63443609,노약자
6616663,2020036,43,충청북도,111,청주상당구,310,낭성면,FREEZING,4311131000,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 낭성면(우리주유소 부근),4,6,1,2,3,0,127.5532433,36.65014263,기타
6617661,2020037,43,충청북도,111,청주상당구,111,석교동,BICYCLE,4311111100,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 석교동(상당로42 부근),4,5,0,1,4,0,127.4913865,36.62929897,기타
6619240,2020037,43,충청북도,111,청주상당구,111,석교동,BICYCLE,4311111100,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 석교동(청남교사거리 부근),10,10,0,7,2,1,127.4895067,36.62570422,기타
6619244,2020037,43,충청북도,113,청주흥덕구,115,봉명동,BICYCLE,4311311500,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 봉명동(봉명사거리 부근),4,4,0,2,2,0,127.4636116,36.64305015,기타
6635550,2020055,43,충청북도,113,청주흥덕구,114,복대동,JAYWALKING,4311311400,151343001,충북 청주흥덕1,충청북도 청주시 흥덕구 복대동(하북대2로하복대로 부근),5,6,0,3,2,1,127.4307739,36.63955525,기타
6646223,2020081,43,충청북도,113,청주흥덕구,115,봉명동,VIOLT,4311311500,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 봉명동(봉명주현4로봉명주현3로 부근),0,3,0,1,2,0,127.457384,36.6523105,기타
6646257,2020081,43,충청북도,113,청주흥덕구,113,가경동,VIOLT,4311311300,43113003,충청북도 청주시 흥덕구3,충청북도 청주시 흥덕구 가경동(터미널로가경발산남로 부근),0,5,0,0,5,0,127.4341928,36.62359625,기타
6646533,2020081,43,충청북도,114,청주청원구,102,내덕동,VIOLT,4311410200,43114002,충청북도 청주시 청원구2,충청북도 청주시 청원구 내덕동(공항로66 부근),0,3,0,1,2,0,127.4869639,36.66285588,기타
6646547,2020081,43,충청북도,113,청주흥덕구,114,복대동,VIOLT,4311311400,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 복대동(현대2차아파트210동 부근),0,4,0,1,2,1,127.4286782,36.63661974,기타
6647098,2020083,43,충청북도,114,청주청원구,102,내덕동,VIOLT,4311410200,43114004,충청북도 청주시 청원구4,충청북도 청주시 청원구 내덕동(공항로74 부근),0,7,0,4,3,0,127.4867512,36.66376637,기타
6647105,2020083,43,충청북도,113,청주흥덕구,114,복대동,VIOLT,4311311400,43113004,충청북도 청주시 흥덕구4,충청북도 청주시 흥덕구 복대동(산업단지육거리 부근),0,6,0,2,4,0,127.4471815,36.63416829,기타
6647139,2020083,43,충청북도,111,청주상당구,111,석교동,VIOLT,4311111100,43111003,충청북도 청주시 상당구3,충청북도 청주시 상당구 석교동(금석교사거리 부근),0,10,0,2,8,0,127.4933789,36.62502058,기타
6647167,2020083,43,충청북도,111,청주상당구,126,방서동,VIOLT,4311112600,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 방서동(제1순환로영운뚝방길 부근),0,15,0,8,7,0,127.4988818,36.60603514,기타
6647176,2020083,43,충청북도,113,청주흥덕구,116,송정동,VIOLT,4311311600,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 송정동(솔밭공원4거리 부근),0,17,0,5,12,0,127.4353051,36.64429526,기타
6647206,2020083,43,충청북도,113,청주흥덕구,115,봉명동,VIOLT,4311311500,43113003,충청북도 청주시 흥덕구3,충청북도 청주시 흥덕구 봉명동(봉명사거리 부근),0,12,0,3,9,0,127.4622331,36.64298164,기타
6647242,2020083,43,충청북도,114,청주청원구,104,사천동,VIOLT,4311410400,43114002,충청북도 청주시 청원구2,충청북도 청주시 청원구 사천동(율량교차로 부근),0,15,0,5,10,0,127.4832911,36.67456582,기타
6647329,2020083,43,충청북도,111,청주상당구,119,영운동,VIOLT,4311111900,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 영운동(수영로116 부근),0,13,0,2,10,1,127.4989712,36.61633931,기타
6647392,2020083,43,충청북도,113,청주흥덕구,113,가경동,VIOLT,4311311300,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 가경동(터미널사거리 부근),0,30,0,5,24,1,127.4283053,36.62865027,기타
6647439,2020083,43,충청북도,114,청주청원구,102,내덕동,VIOLT,4311410200,43114003,충청북도 청주시 청원구3,충청북도 청주시 청원구 내덕동(내덕칠거리 부근),0,10,0,5,5,0,127.4885761,36.65696929,기타
6647499,2020083,43,충청북도,114,청주청원구,102,내덕동,VIOLT,4311410200,43114001,충청북도 청주시 청원구1,충청북도 청주시 청원구 내덕동(제1순환로교서로 부근),0,10,0,1,9,0,127.4753597,36.6572179,기타
6673595,2021018,43,충청북도,113,청주흥덕구,115,봉명동,SCHOOLZONE,4311311500,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 봉명동(봉명초교 부근),2,2,0,0,2,0,127.4564865,36.63944102,어린이
6678133,2021024,43,충청북도,113,청주흥덕구,320,옥산면,OLDMAN,4311332000,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 옥산면(오산리1966 부근),2,2,1,1,0,0,127.3723417,36.66614174,노약자
6678329,2021024,43,충청북도,111,청주상당구,121,용담동,OLDMAN,4311112100,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 용담동(삼덕아파트 부근),3,3,0,3,0,0,127.5035457,36.63175491,노약자
6684464,2021024,43,충청북도,111,청주상당구,111,석교동,OLDMAN,4311111100,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 석교동(미래수산 부근),8,9,1,3,5,0,127.4890146,36.62807192,노약자
6685108,2021024,43,충청북도,111,청주상당구,102,북문로1가동,OLDMAN,4311110200,43111003,충청북도 청주시 상당구3,충청북도 청주시 상당구 북문로1가동(상당사거리 부근),3,3,0,2,1,0,127.4898632,36.63628672,노약자
6689636,2021028,43,충청북도,111,청주상당구,110,남주동,BICYCLE,4311111000,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 남주동(석교동133 부근),3,3,1,0,2,0,127.4868537,36.62940151,기타
6689638,2021028,43,충청북도,113,청주흥덕구,105,신봉동,BICYCLE,4311310500,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 신봉동(아름인도서관 부근),5,5,0,2,3,0,127.4722519,36.65575681,기타
6691506,2021029,43,충청북도,114,청주청원구,103,율량동,FREEZING,4311410300,43114001,충청북도 청주시 청원구1,충청북도 청주시 청원구 율량동(킹스크린골프 부근),2,2,1,1,0,0,127.5143332,36.65817698,기타
6691836,2021029,43,충청북도,111,청주상당구,310,낭성면,FREEZING,4311131000,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 낭성면(우리주유소 부근),5,7,1,2,4,0,127.5515416,36.65069198,기타
6712654,2021053,43,충청북도,114,청주청원구,253,오창읍,VIOLT,4311425300,43114002,충청북도 청주시 청원구2,충청북도 청주시 청원구 오창읍(기독교대한성결교회시은교회 부근),0,5,0,1,4,0,127.4304433,36.71375245,기타
6712689,2021053,43,충청북도,111,청주상당구,124,용암동,VIOLT,4311112400,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 용암동(강변뜨란채아파트106동 부근),0,4,0,4,0,0,127.497428,36.61282343,기타
6712708,2021053,43,충청북도,113,청주흥덕구,115,봉명동,VIOLT,4311311500,43113003,충청북도 청주시 흥덕구3,충청북도 청주시 흥덕구 봉명동(농수산물시장삼거리 부근),0,3,0,1,2,0,127.466079,36.64836474,기타
6712783,2021053,43,충청북도,113,청주흥덕구,114,복대동,VIOLT,4311311400,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 복대동(삼복교회 부근),0,5,0,3,1,1,127.4315572,36.6319156,기타
6712878,2021053,43,충청북도,113,청주흥덕구,113,가경동,VIOLT,4311311300,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 가경동(서부소방서사거리 부근),0,6,0,0,5,1,127.4374779,36.62740235,기타
6712939,2021053,43,충청북도,113,청주흥덕구,114,복대동,VIOLT,4311311400,43113004,충청북도 청주시 흥덕구4,충청북도 청주시 흥덕구 복대동(복대동3390 부근),0,5,0,0,5,0,127.427289,36.63896279,기타
6713004,2021053,43,충청북도,111,청주상당구,124,용암동,VIOLT,4311112400,43111003,충청북도 청주시 상당구3,충청북도 청주시 상당구 용암동(용암1교 부근),0,4,0,2,2,0,127.505983,36.61753816,기타
6713020,2021053,43,충청북도,114,청주청원구,102,내덕동,VIOLT,4311410200,43114003,충청북도 청주시 청원구3,충청북도 청주시 청원구 내덕동(사천교 부근),0,3,0,1,2,0,127.4865729,36.66590108,기타
6713035,2021053,43,충청북도,114,청주청원구,103,율량동,VIOLT,4311410300,43114001,충청북도 청주시 청원구1,충청북도 청주시 청원구 율량동(상리교차로 부근),0,9,0,4,5,0,127.5137523,36.66306314,기타
6713047,2021053,43,충청북도,111,청주상당구,124,용암동,VIOLT,4311112400,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동(엔실용음악학원 부근),0,8,0,4,4,0,127.5137897,36.62186471,기타
6713326,2021054,43,충청북도,114,청주청원구,102,내덕동,VIOLT,4311410200,43114001,충청북도 청주시 청원구1,충청북도 청주시 청원구 내덕동(제2운천교 부근),0,12,0,2,10,0,127.4751269,36.65730079,기타
6713354,2021054,43,충청북도,114,청주청원구,102,내덕동,VIOLT,4311410200,43114003,충청북도 청주시 청원구3,충청북도 청주시 청원구 내덕동(내덕사거리 부근),0,9,0,5,4,0,127.4868183,36.66404584,기타
6713394,2021054,43,충청북도,114,청주청원구,106,주중동,VIOLT,4311410600,43114004,충청북도 청주시 청원구4,충청북도 청주시 청원구 주중동(율량교차로 부근),0,19,0,1,18,0,127.4832354,36.67376349,기타
6713409,2021054,43,충청북도,111,청주상당구,124,용암동,VIOLT,4311112400,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동(방서사거리 부근),0,7,0,2,5,0,127.500984,36.60591794,기타
6713469,2021054,43,충청북도,113,청주흥덕구,134,송절동,VIOLT,4311313400,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 송절동(송절교차로 부근),0,10,0,4,6,0,127.4541235,36.66023343,기타
6713476,2021054,43,충청북도,113,청주흥덕구,114,복대동,VIOLT,4311311400,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 복대동(터미널사거리 부근),0,15,0,4,11,0,127.4282382,36.62865023,기타
6713482,2021054,43,충청북도,114,청주청원구,102,내덕동,VIOLT,4311410200,43114002,충청북도 청주시 청원구2,충청북도 청주시 청원구 내덕동(내덕칠거리 부근),0,15,0,4,11,0,127.4885426,36.65692421,기타
6713522,2021054,43,충청북도,113,청주흥덕구,113,가경동,VIOLT,4311311300,43113003,충청북도 청주시 흥덕구3,충청북도 청주시 흥덕구 가경동(청주터미널앞사거리 부근),0,8,0,0,8,0,127.4306458,36.62539724,기타
